record_id,log_date,equipment_id,technician_id,customer_id,erp_order_id,maintenance_type,maintenance_status,log_description,summarized_log,failure_rate,maintenance_cost,downtime_hours,summarization_time_saved
MTN-00234,2025-06-19,EQ-0084,TECH-034,ECUST-0234,ERP-00234,Condition-Based Maintenance,Delayed,Technician note for EQ-0084 on 2025-06-19.,AI summary: Condition-Based Maintenance on EQ-0084.,0.8218,7980.39,83,0
MTN-00235,2025-06-27,EQ-0085,TECH-035,ECUST-0235,ERP-00235,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0085 on 2025-06-27.,AI summary: Reliability-Centered Maintenance on EQ-0085.,0.8411,11413.64,109,3
MTN-00236,2024-08-16,EQ-0086,TECH-036,ECUST-0236,ERP-00236,Preventive Maintenance,In Progress,Technician note for EQ-0086 on 2024-08-16.,AI summary: Preventive Maintenance on EQ-0086.,0.227,13702.68,79,2
MTN-00237,2025-02-22,EQ-0087,TECH-037,ECUST-0237,ERP-00237,Predictive Maintenance,Cancelled,Technician note for EQ-0087 on 2025-02-22.,AI summary: Predictive Maintenance on EQ-0087.,0.1252,174.3,96,6
MTN-00238,2025-10-09,EQ-0088,TECH-038,ECUST-0238,ERP-00238,Corrective Maintenance,Delayed,Technician note for EQ-0088 on 2025-10-09.,AI summary: Corrective Maintenance on EQ-0088.,0.5864,10347.97,156,1
MTN-00239,2025-06-04,EQ-0089,TECH-039,ECUST-0239,ERP-00239,Condition-Based Maintenance,Scheduled,Technician note for EQ-0089 on 2025-06-04.,AI summary: Condition-Based Maintenance on EQ-0089.,0.7511,13428.09,83,4
MTN-00240,2026-04-22,EQ-0090,TECH-040,ECUST-0240,ERP-00240,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0090 on 2026-04-22.,AI summary: Reliability-Centered Maintenance on EQ-0090.,0.625,1596.74,2,6
MTN-00241,2025-06-29,EQ-0091,TECH-001,ECUST-0241,ERP-00241,Preventive Maintenance,Cancelled,Technician note for EQ-0091 on 2025-06-29.,AI summary: Preventive Maintenance on EQ-0091.,0.1969,13615.66,184,4
MTN-00242,2026-06-06,EQ-0092,TECH-002,ECUST-0242,ERP-00242,Predictive Maintenance,In Progress,Technician note for EQ-0092 on 2026-06-06.,AI summary: Predictive Maintenance on EQ-0092.,0.1198,5102.08,188,0
MTN-00243,2025-09-03,EQ-0093,TECH-003,ECUST-0243,ERP-00243,Corrective Maintenance,Scheduled,Technician note for EQ-0093 on 2025-09-03.,AI summary: Corrective Maintenance on EQ-0093.,0.3763,10599.08,162,5
MTN-00244,2025-08-08,EQ-0094,TECH-004,ECUST-0244,ERP-00244,Condition-Based Maintenance,Completed,Technician note for EQ-0094 on 2025-08-08.,AI summary: Condition-Based Maintenance on EQ-0094.,0.7663,13968.54,162,0
MTN-00245,2025-02-09,EQ-0095,TECH-005,ECUST-0245,ERP-00245,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0095 on 2025-02-09.,AI summary: Reliability-Centered Maintenance on EQ-0095.,0.9897,10610.33,168,1
MTN-00246,2024-11-02,EQ-0096,TECH-006,ECUST-0246,ERP-00246,Preventive Maintenance,Delayed,Technician note for EQ-0096 on 2024-11-02.,AI summary: Preventive Maintenance on EQ-0096.,0.949,7310.01,118,5
MTN-00247,2026-02-12,EQ-0097,TECH-007,ECUST-0247,ERP-00247,Predictive Maintenance,In Progress,Technician note for EQ-0097 on 2026-02-12.,AI summary: Predictive Maintenance on EQ-0097.,0.4923,120.84,35,0
MTN-00248,2026-03-29,EQ-0098,TECH-008,ECUST-0248,ERP-00248,Corrective Maintenance,Delayed,Technician note for EQ-0098 on 2026-03-29.,AI summary: Corrective Maintenance on EQ-0098.,0.6275,13169.7,110,1
MTN-00249,2025-09-11,EQ-0099,TECH-009,ECUST-0249,ERP-00249,Condition-Based Maintenance,Cancelled,Technician note for EQ-0099 on 2025-09-11.,AI summary: Condition-Based Maintenance on EQ-0099.,0.8073,1789.17,164,6
MTN-00250,2026-01-19,EQ-0100,TECH-010,ECUST-0250,ERP-00250,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0100 on 2026-01-19.,AI summary: Reliability-Centered Maintenance on EQ-0100.,0.865,3472.26,59,2
MTN-00251,2025-10-07,EQ-0101,TECH-011,ECUST-0251,ERP-00251,Preventive Maintenance,Delayed,Technician note for EQ-0101 on 2025-10-07.,AI summary: Preventive Maintenance on EQ-0101.,0.8818,3242.96,125,0
MTN-00252,2025-02-06,EQ-0102,TECH-012,ECUST-0252,ERP-00252,Predictive Maintenance,Completed,Technician note for EQ-0102 on 2025-02-06.,AI summary: Predictive Maintenance on EQ-0102.,0.9952,13323.53,79,4
MTN-00253,2024-11-05,EQ-0103,TECH-013,ECUST-0253,ERP-00253,Corrective Maintenance,Cancelled,Technician note for EQ-0103 on 2024-11-05.,AI summary: Corrective Maintenance on EQ-0103.,0.0714,9661.81,49,0
MTN-00254,2026-04-14,EQ-0104,TECH-014,ECUST-0254,ERP-00254,Condition-Based Maintenance,In Progress,Technician note for EQ-0104 on 2026-04-14.,AI summary: Condition-Based Maintenance on EQ-0104.,0.798,2436.85,148,4
MTN-00255,2024-07-10,EQ-0105,TECH-015,ECUST-0255,ERP-00255,Reliability-Centered Maintenance,Completed,Technician note for EQ-0105 on 2024-07-10.,AI summary: Reliability-Centered Maintenance on EQ-0105.,0.9352,2509.59,99,8
MTN-00256,2026-04-02,EQ-0106,TECH-016,ECUST-0256,ERP-00256,Preventive Maintenance,Completed,Technician note for EQ-0106 on 2026-04-02.,AI summary: Preventive Maintenance on EQ-0106.,0.2428,10490.86,167,1
MTN-00257,2025-12-19,EQ-0107,TECH-017,ECUST-0257,ERP-00257,Predictive Maintenance,Cancelled,Technician note for EQ-0107 on 2025-12-19.,AI summary: Predictive Maintenance on EQ-0107.,0.2882,3155.77,7,5
MTN-00258,2025-12-14,EQ-0108,TECH-018,ECUST-0258,ERP-00258,Corrective Maintenance,Delayed,Technician note for EQ-0108 on 2025-12-14.,AI summary: Corrective Maintenance on EQ-0108.,0.5572,368.29,130,5
MTN-00259,2025-06-24,EQ-0109,TECH-019,ECUST-0259,ERP-00259,Condition-Based Maintenance,Delayed,Technician note for EQ-0109 on 2025-06-24.,AI summary: Condition-Based Maintenance on EQ-0109.,0.4114,5205.85,95,5
MTN-00260,2025-03-24,EQ-0110,TECH-020,ECUST-0260,ERP-00260,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0110 on 2025-03-24.,AI summary: Reliability-Centered Maintenance on EQ-0110.,0.4335,10247.28,99,3
MTN-00261,2025-04-06,EQ-0111,TECH-021,ECUST-0261,ERP-00261,Preventive Maintenance,Cancelled,Technician note for EQ-0111 on 2025-04-06.,AI summary: Preventive Maintenance on EQ-0111.,0.1313,2017.33,12,3
MTN-00262,2025-11-07,EQ-0112,TECH-022,ECUST-0262,ERP-00262,Predictive Maintenance,In Progress,Technician note for EQ-0112 on 2025-11-07.,AI summary: Predictive Maintenance on EQ-0112.,0.6546,13998.38,171,3
MTN-00263,2025-03-20,EQ-0113,TECH-023,ECUST-0263,ERP-00263,Corrective Maintenance,In Progress,Technician note for EQ-0113 on 2025-03-20.,AI summary: Corrective Maintenance on EQ-0113.,0.9571,4447.11,26,3
MTN-00264,2026-03-19,EQ-0114,TECH-024,ECUST-0264,ERP-00264,Condition-Based Maintenance,In Progress,Technician note for EQ-0114 on 2026-03-19.,AI summary: Condition-Based Maintenance on EQ-0114.,0.1424,909.72,104,7
MTN-00265,2024-12-01,EQ-0115,TECH-025,ECUST-0265,ERP-00265,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0115 on 2024-12-01.,AI summary: Reliability-Centered Maintenance on EQ-0115.,0.3975,13799.99,90,3
MTN-00266,2024-12-05,EQ-0116,TECH-026,ECUST-0266,ERP-00266,Preventive Maintenance,In Progress,Technician note for EQ-0116 on 2024-12-05.,AI summary: Preventive Maintenance on EQ-0116.,0.5558,14477.43,131,8
MTN-00267,2024-12-14,EQ-0117,TECH-027,ECUST-0267,ERP-00267,Predictive Maintenance,Completed,Technician note for EQ-0117 on 2024-12-14.,AI summary: Predictive Maintenance on EQ-0117.,0.0098,514.79,125,2
MTN-00268,2024-11-21,EQ-0118,TECH-028,ECUST-0268,ERP-00268,Corrective Maintenance,In Progress,Technician note for EQ-0118 on 2024-11-21.,AI summary: Corrective Maintenance on EQ-0118.,0.8773,659.86,152,7
MTN-00269,2025-12-21,EQ-0119,TECH-029,ECUST-0269,ERP-00269,Condition-Based Maintenance,Cancelled,Technician note for EQ-0119 on 2025-12-21.,AI summary: Condition-Based Maintenance on EQ-0119.,0.752,6269.04,113,8
MTN-00270,2026-04-13,EQ-0120,TECH-030,ECUST-0270,ERP-00270,Reliability-Centered Maintenance,Completed,Technician note for EQ-0120 on 2026-04-13.,AI summary: Reliability-Centered Maintenance on EQ-0120.,0.5568,3509.92,24,6
MTN-00271,2026-03-21,EQ-0121,TECH-031,ECUST-0271,ERP-00271,Preventive Maintenance,Completed,Technician note for EQ-0121 on 2026-03-21.,AI summary: Preventive Maintenance on EQ-0121.,0.8234,3766.86,134,3
MTN-00272,2024-09-07,EQ-0122,TECH-032,ECUST-0272,ERP-00272,Predictive Maintenance,Completed,Technician note for EQ-0122 on 2024-09-07.,AI summary: Predictive Maintenance on EQ-0122.,0.4618,5241.94,172,5
MTN-00273,2025-05-03,EQ-0123,TECH-033,ECUST-0273,ERP-00273,Corrective Maintenance,Cancelled,Technician note for EQ-0123 on 2025-05-03.,AI summary: Corrective Maintenance on EQ-0123.,0.1377,14441.71,94,5
MTN-00274,2025-10-13,EQ-0124,TECH-034,ECUST-0274,ERP-00274,Condition-Based Maintenance,In Progress,Technician note for EQ-0124 on 2025-10-13.,AI summary: Condition-Based Maintenance on EQ-0124.,0.67,9349.12,180,2
MTN-00275,2024-10-19,EQ-0125,TECH-035,ECUST-0275,ERP-00275,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0125 on 2024-10-19.,AI summary: Reliability-Centered Maintenance on EQ-0125.,0.3067,12654.75,14,0
MTN-00276,2025-10-22,EQ-0126,TECH-036,ECUST-0276,ERP-00276,Preventive Maintenance,Scheduled,Technician note for EQ-0126 on 2025-10-22.,AI summary: Preventive Maintenance on EQ-0126.,0.7756,2433.61,130,6
MTN-00277,2024-09-02,EQ-0127,TECH-037,ECUST-0277,ERP-00277,Predictive Maintenance,Cancelled,Technician note for EQ-0127 on 2024-09-02.,AI summary: Predictive Maintenance on EQ-0127.,0.2879,4819.92,37,6
MTN-00278,2026-05-05,EQ-0128,TECH-038,ECUST-0278,ERP-00278,Corrective Maintenance,Scheduled,Technician note for EQ-0128 on 2026-05-05.,AI summary: Corrective Maintenance on EQ-0128.,0.7031,4706.93,58,6
MTN-00279,2024-08-09,EQ-0129,TECH-039,ECUST-0279,ERP-00279,Condition-Based Maintenance,Scheduled,Technician note for EQ-0129 on 2024-08-09.,AI summary: Condition-Based Maintenance on EQ-0129.,0.064,14666.71,66,4
MTN-00280,2025-06-14,EQ-0130,TECH-040,ECUST-0280,ERP-00280,Reliability-Centered Maintenance,Completed,Technician note for EQ-0130 on 2025-06-14.,AI summary: Reliability-Centered Maintenance on EQ-0130.,0.7602,14902.67,151,4
MTN-00281,2024-11-23,EQ-0131,TECH-001,ECUST-0281,ERP-00281,Preventive Maintenance,Cancelled,Technician note for EQ-0131 on 2024-11-23.,AI summary: Preventive Maintenance on EQ-0131.,0.4857,4478.14,15,4
MTN-00282,2026-05-31,EQ-0132,TECH-002,ECUST-0282,ERP-00282,Predictive Maintenance,Scheduled,Technician note for EQ-0132 on 2026-05-31.,AI summary: Predictive Maintenance on EQ-0132.,0.0413,2820.79,157,3
MTN-00283,2025-05-07,EQ-0133,TECH-003,ECUST-0283,ERP-00283,Corrective Maintenance,Delayed,Technician note for EQ-0133 on 2025-05-07.,AI summary: Corrective Maintenance on EQ-0133.,0.0616,12509.46,70,6
MTN-00284,2025-08-10,EQ-0134,TECH-004,ECUST-0284,ERP-00284,Condition-Based Maintenance,Delayed,Technician note for EQ-0134 on 2025-08-10.,AI summary: Condition-Based Maintenance on EQ-0134.,0.8119,12935.35,30,7
MTN-00285,2025-05-11,EQ-0135,TECH-005,ECUST-0285,ERP-00285,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0135 on 2025-05-11.,AI summary: Reliability-Centered Maintenance on EQ-0135.,0.9435,5069.41,8,4
MTN-00286,2026-01-05,EQ-0136,TECH-006,ECUST-0286,ERP-00286,Preventive Maintenance,Completed,Technician note for EQ-0136 on 2026-01-05.,AI summary: Preventive Maintenance on EQ-0136.,0.7705,2968.16,156,4
MTN-00287,2025-08-06,EQ-0137,TECH-007,ECUST-0287,ERP-00287,Predictive Maintenance,In Progress,Technician note for EQ-0137 on 2025-08-06.,AI summary: Predictive Maintenance on EQ-0137.,0.3598,9462.27,169,0
MTN-00288,2025-06-30,EQ-0138,TECH-008,ECUST-0288,ERP-00288,Corrective Maintenance,Completed,Technician note for EQ-0138 on 2025-06-30.,AI summary: Corrective Maintenance on EQ-0138.,0.7071,6397.27,106,4
MTN-00289,2024-11-18,EQ-0139,TECH-009,ECUST-0289,ERP-00289,Condition-Based Maintenance,Cancelled,Technician note for EQ-0139 on 2024-11-18.,AI summary: Condition-Based Maintenance on EQ-0139.,0.841,5157.72,70,1
MTN-00290,2024-10-06,EQ-0140,TECH-010,ECUST-0290,ERP-00290,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0140 on 2024-10-06.,AI summary: Reliability-Centered Maintenance on EQ-0140.,0.3612,12971.56,41,5
MTN-00291,2025-06-17,EQ-0141,TECH-011,ECUST-0291,ERP-00291,Preventive Maintenance,Scheduled,Technician note for EQ-0141 on 2025-06-17.,AI summary: Preventive Maintenance on EQ-0141.,0.0984,10819.18,113,3
MTN-00292,2026-07-10,EQ-0142,TECH-012,ECUST-0292,ERP-00292,Predictive Maintenance,Completed,Technician note for EQ-0142 on 2026-07-10.,AI summary: Predictive Maintenance on EQ-0142.,0.4999,13691.47,86,4
MTN-00293,2026-04-02,EQ-0143,TECH-013,ECUST-0293,ERP-00293,Corrective Maintenance,Cancelled,Technician note for EQ-0143 on 2026-04-02.,AI summary: Corrective Maintenance on EQ-0143.,0.2499,13838.79,152,0
MTN-00294,2025-05-07,EQ-0144,TECH-014,ECUST-0294,ERP-00294,Condition-Based Maintenance,Delayed,Technician note for EQ-0144 on 2025-05-07.,AI summary: Condition-Based Maintenance on EQ-0144.,0.1151,7606.76,90,8
MTN-00295,2025-10-03,EQ-0145,TECH-015,ECUST-0295,ERP-00295,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0145 on 2025-10-03.,AI summary: Reliability-Centered Maintenance on EQ-0145.,0.8044,8149.69,134,0
MTN-00296,2025-10-08,EQ-0146,TECH-016,ECUST-0296,ERP-00296,Preventive Maintenance,Delayed,Technician note for EQ-0146 on 2025-10-08.,AI summary: Preventive Maintenance on EQ-0146.,0.3383,1456.71,122,0
MTN-00297,2024-08-01,EQ-0147,TECH-017,ECUST-0297,ERP-00297,Predictive Maintenance,Cancelled,Technician note for EQ-0147 on 2024-08-01.,AI summary: Predictive Maintenance on EQ-0147.,0.882,10991.07,13,6
MTN-00298,2025-07-11,EQ-0148,TECH-018,ECUST-0298,ERP-00298,Corrective Maintenance,In Progress,Technician note for EQ-0148 on 2025-07-11.,AI summary: Corrective Maintenance on EQ-0148.,0.4001,1034.02,147,0
MTN-00299,2024-11-01,EQ-0149,TECH-019,ECUST-0299,ERP-00299,Condition-Based Maintenance,Delayed,Technician note for EQ-0149 on 2024-11-01.,AI summary: Condition-Based Maintenance on EQ-0149.,0.4188,9931.38,22,5
MTN-00300,2025-06-08,EQ-0150,TECH-020,ECUST-0300,ERP-00300,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0150 on 2025-06-08.,AI summary: Reliability-Centered Maintenance on EQ-0150.,0.0815,1150.77,188,6
MTN-00301,2025-03-25,EQ-0001,TECH-021,ECUST-0001,ERP-00301,Preventive Maintenance,Cancelled,Technician note for EQ-0001 on 2025-03-25.,AI summary: Preventive Maintenance on EQ-0001.,0.3419,7494.93,41,5
MTN-00302,2025-10-21,EQ-0002,TECH-022,ECUST-0002,ERP-00302,Predictive Maintenance,Completed,Technician note for EQ-0002 on 2025-10-21.,AI summary: Predictive Maintenance on EQ-0002.,0.9961,2432.71,97,1
MTN-00303,2025-01-24,EQ-0003,TECH-023,ECUST-0003,ERP-00303,Corrective Maintenance,Scheduled,Technician note for EQ-0003 on 2025-01-24.,AI summary: Corrective Maintenance on EQ-0003.,0.5009,9338.29,70,4
MTN-00304,2025-09-05,EQ-0004,TECH-024,ECUST-0004,ERP-00304,Condition-Based Maintenance,Completed,Technician note for EQ-0004 on 2025-09-05.,AI summary: Condition-Based Maintenance on EQ-0004.,0.2304,8481.8,127,6
MTN-00305,2026-06-07,EQ-0005,TECH-025,ECUST-0005,ERP-00305,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0005 on 2026-06-07.,AI summary: Reliability-Centered Maintenance on EQ-0005.,0.2823,3817.43,194,0
MTN-00306,2025-10-26,EQ-0006,TECH-026,ECUST-0006,ERP-00306,Preventive Maintenance,Completed,Technician note for EQ-0006 on 2025-10-26.,AI summary: Preventive Maintenance on EQ-0006.,0.2024,7785.03,23,5
MTN-00307,2025-07-25,EQ-0007,TECH-027,ECUST-0007,ERP-00307,Predictive Maintenance,Delayed,Technician note for EQ-0007 on 2025-07-25.,AI summary: Predictive Maintenance on EQ-0007.,0.1737,5197.3,167,6
MTN-00308,2024-10-01,EQ-0008,TECH-028,ECUST-0008,ERP-00308,Corrective Maintenance,In Progress,Technician note for EQ-0008 on 2024-10-01.,AI summary: Corrective Maintenance on EQ-0008.,0.3379,9568.45,35,7
MTN-00309,2024-08-13,EQ-0009,TECH-029,ECUST-0009,ERP-00309,Condition-Based Maintenance,Cancelled,Technician note for EQ-0009 on 2024-08-13.,AI summary: Condition-Based Maintenance on EQ-0009.,0.6728,6213.33,38,1
MTN-00310,2025-10-14,EQ-0010,TECH-030,ECUST-0010,ERP-00310,Reliability-Centered Maintenance,Completed,Technician note for EQ-0010 on 2025-10-14.,AI summary: Reliability-Centered Maintenance on EQ-0010.,0.4674,10152.06,60,7
MTN-00311,2025-03-01,EQ-0011,TECH-031,ECUST-0011,ERP-00311,Preventive Maintenance,Completed,Technician note for EQ-0011 on 2025-03-01.,AI summary: Preventive Maintenance on EQ-0011.,0.7601,5966.17,172,6
MTN-00312,2025-06-08,EQ-0012,TECH-032,ECUST-0012,ERP-00312,Predictive Maintenance,Scheduled,Technician note for EQ-0012 on 2025-06-08.,AI summary: Predictive Maintenance on EQ-0012.,0.175,7581.8,53,2
MTN-00313,2025-01-10,EQ-0013,TECH-033,ECUST-0013,ERP-00313,Corrective Maintenance,Cancelled,Technician note for EQ-0013 on 2025-01-10.,AI summary: Corrective Maintenance on EQ-0013.,0.8785,3525.56,27,6
MTN-00314,2026-04-26,EQ-0014,TECH-034,ECUST-0014,ERP-00314,Condition-Based Maintenance,Scheduled,Technician note for EQ-0014 on 2026-04-26.,AI summary: Condition-Based Maintenance on EQ-0014.,0.9596,8340.14,196,0
MTN-00315,2025-06-15,EQ-0015,TECH-035,ECUST-0015,ERP-00315,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0015 on 2025-06-15.,AI summary: Reliability-Centered Maintenance on EQ-0015.,0.8667,6229.56,49,0
MTN-00316,2026-05-14,EQ-0016,TECH-036,ECUST-0016,ERP-00316,Preventive Maintenance,Scheduled,Technician note for EQ-0016 on 2026-05-14.,AI summary: Preventive Maintenance on EQ-0016.,0.9834,6008.33,54,2
MTN-00317,2024-09-17,EQ-0017,TECH-037,ECUST-0017,ERP-00317,Predictive Maintenance,Cancelled,Technician note for EQ-0017 on 2024-09-17.,AI summary: Predictive Maintenance on EQ-0017.,0.5832,959.37,74,0
MTN-00318,2025-04-05,EQ-0018,TECH-038,ECUST-0018,ERP-00318,Corrective Maintenance,Scheduled,Technician note for EQ-0018 on 2025-04-05.,AI summary: Corrective Maintenance on EQ-0018.,0.7515,9438.01,31,4
MTN-00319,2025-10-27,EQ-0019,TECH-039,ECUST-0019,ERP-00319,Condition-Based Maintenance,Scheduled,Technician note for EQ-0019 on 2025-10-27.,AI summary: Condition-Based Maintenance on EQ-0019.,0.2796,12911.86,4,6
MTN-00320,2025-03-31,EQ-0020,TECH-040,ECUST-0020,ERP-00320,Reliability-Centered Maintenance,Completed,Technician note for EQ-0020 on 2025-03-31.,AI summary: Reliability-Centered Maintenance on EQ-0020.,0.8898,2475.45,185,6
MTN-00321,2025-01-02,EQ-0021,TECH-001,ECUST-0021,ERP-00321,Preventive Maintenance,Cancelled,Technician note for EQ-0021 on 2025-01-02.,AI summary: Preventive Maintenance on EQ-0021.,0.4314,14623.38,99,6
MTN-00322,2024-06-27,EQ-0022,TECH-002,ECUST-0022,ERP-00322,Predictive Maintenance,In Progress,Technician note for EQ-0022 on 2024-06-27.,AI summary: Predictive Maintenance on EQ-0022.,0.0079,5658.24,78,8
MTN-00323,2025-12-12,EQ-0023,TECH-003,ECUST-0023,ERP-00323,Corrective Maintenance,Completed,Technician note for EQ-0023 on 2025-12-12.,AI summary: Corrective Maintenance on EQ-0023.,0.8215,723.33,54,1
MTN-00324,2024-08-18,EQ-0024,TECH-004,ECUST-0024,ERP-00324,Condition-Based Maintenance,Scheduled,Technician note for EQ-0024 on 2024-08-18.,AI summary: Condition-Based Maintenance on EQ-0024.,0.1273,8445.78,118,0
MTN-00325,2025-09-09,EQ-0025,TECH-005,ECUST-0025,ERP-00325,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0025 on 2025-09-09.,AI summary: Reliability-Centered Maintenance on EQ-0025.,0.6083,9424.22,73,1
MTN-00326,2026-01-14,EQ-0026,TECH-006,ECUST-0026,ERP-00326,Preventive Maintenance,Completed,Technician note for EQ-0026 on 2026-01-14.,AI summary: Preventive Maintenance on EQ-0026.,0.0637,2855.4,157,0
MTN-00327,2026-01-15,EQ-0027,TECH-007,ECUST-0027,ERP-00327,Predictive Maintenance,Completed,Technician note for EQ-0027 on 2026-01-15.,AI summary: Predictive Maintenance on EQ-0027.,0.1288,3063.88,108,4
MTN-00328,2026-01-20,EQ-0028,TECH-008,ECUST-0028,ERP-00328,Corrective Maintenance,Scheduled,Technician note for EQ-0028 on 2026-01-20.,AI summary: Corrective Maintenance on EQ-0028.,0.9412,253.43,177,1
MTN-00329,2025-01-18,EQ-0029,TECH-009,ECUST-0029,ERP-00329,Condition-Based Maintenance,Cancelled,Technician note for EQ-0029 on 2025-01-18.,AI summary: Condition-Based Maintenance on EQ-0029.,0.3765,8950.14,95,3
MTN-00330,2025-12-23,EQ-0030,TECH-010,ECUST-0030,ERP-00330,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0030 on 2025-12-23.,AI summary: Reliability-Centered Maintenance on EQ-0030.,0.7833,7010.1,38,8
MTN-00331,2025-10-04,EQ-0031,TECH-011,ECUST-0031,ERP-00331,Preventive Maintenance,In Progress,Technician note for EQ-0031 on 2025-10-04.,AI summary: Preventive Maintenance on EQ-0031.,0.8434,1201.8,95,6
MTN-00332,2025-11-12,EQ-0032,TECH-012,ECUST-0032,ERP-00332,Predictive Maintenance,In Progress,Technician note for EQ-0032 on 2025-11-12.,AI summary: Predictive Maintenance on EQ-0032.,0.5744,6834.53,132,1
MTN-00333,2024-12-19,EQ-0033,TECH-013,ECUST-0033,ERP-00333,Corrective Maintenance,Cancelled,Technician note for EQ-0033 on 2024-12-19.,AI summary: Corrective Maintenance on EQ-0033.,0.1501,1584.66,92,8
MTN-00334,2026-05-24,EQ-0034,TECH-014,ECUST-0034,ERP-00334,Condition-Based Maintenance,In Progress,Technician note for EQ-0034 on 2026-05-24.,AI summary: Condition-Based Maintenance on EQ-0034.,0.3329,11859.32,97,8
MTN-00335,2026-01-30,EQ-0035,TECH-015,ECUST-0035,ERP-00335,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0035 on 2026-01-30.,AI summary: Reliability-Centered Maintenance on EQ-0035.,0.7846,3599.28,138,1
MTN-00336,2026-04-12,EQ-0036,TECH-016,ECUST-0036,ERP-00336,Preventive Maintenance,Scheduled,Technician note for EQ-0036 on 2026-04-12.,AI summary: Preventive Maintenance on EQ-0036.,0.9814,12449.51,113,2
MTN-00337,2024-12-11,EQ-0037,TECH-017,ECUST-0037,ERP-00337,Predictive Maintenance,Cancelled,Technician note for EQ-0037 on 2024-12-11.,AI summary: Predictive Maintenance on EQ-0037.,0.0335,5580.76,111,4
MTN-00338,2025-04-04,EQ-0038,TECH-018,ECUST-0038,ERP-00338,Corrective Maintenance,In Progress,Technician note for EQ-0038 on 2025-04-04.,AI summary: Corrective Maintenance on EQ-0038.,0.7437,10025.08,150,7
MTN-00339,2025-02-05,EQ-0039,TECH-019,ECUST-0039,ERP-00339,Condition-Based Maintenance,Delayed,Technician note for EQ-0039 on 2025-02-05.,AI summary: Condition-Based Maintenance on EQ-0039.,0.6849,11313.14,93,1
MTN-00340,2026-06-20,EQ-0040,TECH-020,ECUST-0040,ERP-00340,Reliability-Centered Maintenance,Completed,Technician note for EQ-0040 on 2026-06-20.,AI summary: Reliability-Centered Maintenance on EQ-0040.,0.0737,9579.44,152,3
MTN-00341,2025-06-12,EQ-0041,TECH-021,ECUST-0041,ERP-00341,Preventive Maintenance,Cancelled,Technician note for EQ-0041 on 2025-06-12.,AI summary: Preventive Maintenance on EQ-0041.,0.0471,8330.07,194,2
MTN-00342,2025-06-20,EQ-0042,TECH-022,ECUST-0042,ERP-00342,Predictive Maintenance,Delayed,Technician note for EQ-0042 on 2025-06-20.,AI summary: Predictive Maintenance on EQ-0042.,0.9069,5010.98,101,3
MTN-00343,2024-10-19,EQ-0043,TECH-023,ECUST-0043,ERP-00343,Corrective Maintenance,Scheduled,Technician note for EQ-0043 on 2024-10-19.,AI summary: Corrective Maintenance on EQ-0043.,0.2384,6323.29,64,0
MTN-00344,2025-11-24,EQ-0044,TECH-024,ECUST-0044,ERP-00344,Condition-Based Maintenance,Delayed,Technician note for EQ-0044 on 2025-11-24.,AI summary: Condition-Based Maintenance on EQ-0044.,0.2289,6459.77,64,5
MTN-00345,2024-07-11,EQ-0045,TECH-025,ECUST-0045,ERP-00345,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0045 on 2024-07-11.,AI summary: Reliability-Centered Maintenance on EQ-0045.,0.8767,1916.19,109,6
MTN-00346,2025-06-14,EQ-0046,TECH-026,ECUST-0046,ERP-00346,Preventive Maintenance,Scheduled,Technician note for EQ-0046 on 2025-06-14.,AI summary: Preventive Maintenance on EQ-0046.,0.2602,12853.02,129,1
MTN-00347,2025-04-08,EQ-0047,TECH-027,ECUST-0047,ERP-00347,Predictive Maintenance,Delayed,Technician note for EQ-0047 on 2025-04-08.,AI summary: Predictive Maintenance on EQ-0047.,0.4302,3205.88,33,1
MTN-00348,2025-10-24,EQ-0048,TECH-028,ECUST-0048,ERP-00348,Corrective Maintenance,Completed,Technician note for EQ-0048 on 2025-10-24.,AI summary: Corrective Maintenance on EQ-0048.,0.0987,10883.89,152,2
MTN-00349,2025-09-20,EQ-0049,TECH-029,ECUST-0049,ERP-00349,Condition-Based Maintenance,Cancelled,Technician note for EQ-0049 on 2025-09-20.,AI summary: Condition-Based Maintenance on EQ-0049.,0.5406,672.86,96,0
MTN-00350,2025-12-31,EQ-0050,TECH-030,ECUST-0050,ERP-00350,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0050 on 2025-12-31.,AI summary: Reliability-Centered Maintenance on EQ-0050.,0.5344,3749.14,128,6
