record_id,order_id,customer_id,product_id,order_date,order_total,product_price,inventory_level,customer_segment,order_status,product_category,product_subcategory,customer_ltv,order_frequency,average_order_value,product_rating,product_review_count,price_optimization_flag,price_elasticity,demand_forecast,inventory_turnover,stockout_rate,overstock_rate,revenue_growth_rate,customer_satisfaction_rate,price_optimization_date,price_optimization_result,price_optimization_recommendation
CPG-00375,ORD-00375,CUST-00375,PROD-00175,2024-08-07,633.11,59.93,3538,High-Value,Cancelled,Baby Care,Diapers,3071.7,11,355.89,3.91,381,FALSE,1.6244,3709,3.6397,0.099342,0.064328,-0.131501,0.979496,2024-07-02,Pending Review,Increase price
CPG-00376,ORD-00376,CUST-00376,PROD-00176,2024-11-24,580.02,31.02,1396,Low-Value,Cancelled,Pet Care,Dry Food,1009.16,24,234.97,1.39,152,TRUE,0.2569,1051,9.0787,0.019115,0.186713,0.384383,0.940502,2024-10-18,Rejected,Hold price
CPG-00377,ORD-00377,CUST-00377,PROD-00177,2024-06-16,765.19,32.91,2071,Low-Value,Cancelled,Pet Care,Dry Food,2822.57,15,20.74,1.08,364,FALSE,1.6383,425,10.3194,0.04845,0.168868,0.025501,0.560859,2024-05-03,Rejected,Bundle with promotion
CPG-00378,ORD-00378,CUST-00378,PROD-00178,2024-09-01,472.77,4.72,3441,Low-Value,Shipped,Pet Care,Dry Food,2271.86,1,168.91,1.15,379,FALSE,0.2963,4685,9.7882,0.14854,0.045126,0.251639,0.978888,2024-08-17,Implemented,Decrease price
CPG-00379,ORD-00379,CUST-00379,PROD-00179,2024-06-09,306.36,3.62,3538,High-Value,Cancelled,Pet Care,Dry Food,2983.03,21,375.32,1.22,330,FALSE,0.6932,3880,3.2411,0.05112,0.010887,-0.033129,0.897056,2024-06-15,Implemented,Bundle with promotion
CPG-00380,ORD-00380,CUST-00380,PROD-00180,2024-11-09,568.43,55.17,3091,Medium-Value,Delivered,Pet Care,Dry Food,4455.91,23,44.71,3.03,53,TRUE,0.2488,3621,1.1301,0.091611,0.086368,-0.218538,0.527895,2024-11-12,Implemented,Hold price
CPG-00381,ORD-00381,CUST-00381,PROD-00181,2024-12-01,370.49,52.15,86,Medium-Value,Shipped,Pet Care,Dry Food,1950.4,14,354.38,3.16,220,TRUE,0.9151,213,5.7219,0.049229,0.038496,-0.217848,0.797588,2024-11-16,Implemented,Decrease price
CPG-00382,ORD-00382,CUST-00382,PROD-00182,2024-12-15,126.49,29.92,3642,High-Value,Pending,Pet Care,Dry Food,1253.6,2,42.99,2.78,191,FALSE,1.5029,4204,11.537,0.113156,0.062238,0.408178,0.887748,2025-01-10,Implemented,Bundle with promotion
CPG-00383,ORD-00383,CUST-00383,PROD-00183,2024-07-16,548.95,36.01,1184,High-Value,Cancelled,Pet Care,Dry Food,1225.07,18,346.31,2.02,14,FALSE,0.9252,1642,7.8664,0.030189,0.013681,-0.148516,0.737863,2024-08-18,Rejected,Bundle with promotion
CPG-00384,ORD-00384,CUST-00384,PROD-00184,2024-09-28,308.06,19.38,2692,High-Value,Pending,Pet Care,Dry Food,569.0,2,208.45,3.02,181,TRUE,1.633,1887,5.8652,0.031971,0.096149,0.314679,0.907326,2024-11-06,Rejected,Bundle with promotion
CPG-00385,ORD-00385,CUST-00385,PROD-00185,2024-06-19,369.28,2.57,2931,High-Value,Cancelled,Pet Care,Dry Food,2795.72,5,130.42,3.89,13,TRUE,1.6152,2949,1.0049,0.004453,0.039565,-0.160683,0.942691,2024-07-12,Rejected,Decrease price
CPG-00386,ORD-00386,CUST-00386,PROD-00186,2024-07-23,765.07,12.21,2144,High-Value,Cancelled,Pet Care,Dry Food,153.92,22,72.15,1.86,110,TRUE,0.9121,1723,4.0083,0.036022,0.161898,0.228727,0.970581,2024-07-24,Rejected,Bundle with promotion
CPG-00387,ORD-00387,CUST-00387,PROD-00187,2024-12-08,72.86,48.1,1570,Low-Value,Pending,Pet Care,Dry Food,1922.07,12,140.82,1.51,483,FALSE,2.4448,2004,11.0917,0.114462,0.117465,0.383548,0.647091,2024-12-16,Implemented,Hold price
CPG-00388,ORD-00388,CUST-00388,PROD-00188,2024-06-30,572.07,31.48,4784,Medium-Value,Delivered,Pet Care,Dry Food,1085.73,3,318.17,1.98,74,TRUE,0.5018,3180,9.14,0.096761,0.101832,0.09887,0.732134,2024-05-06,Pending Review,Hold price
CPG-00389,ORD-00389,CUST-00389,PROD-00189,2024-09-09,442.72,35.71,4783,Low-Value,Pending,Pet Care,Dry Food,231.19,8,360.06,4.35,252,FALSE,2.1716,3244,3.0138,0.063753,0.075417,-0.174233,0.921216,2024-08-22,Pending Review,Increase price
CPG-00390,ORD-00390,CUST-00390,PROD-00190,2024-06-01,276.12,4.39,4196,Low-Value,Delivered,Pet Care,Dry Food,1715.05,15,197.67,2.82,127,FALSE,0.982,4076,4.1457,0.057356,0.035913,-0.112968,0.822677,2024-04-24,Pending Review,Increase price
CPG-00391,ORD-00391,CUST-00391,PROD-00191,2024-07-12,468.82,55.74,806,High-Value,Pending,Pet Care,Dry Food,403.18,2,227.49,3.25,412,FALSE,0.572,2698,3.3753,0.111782,0.153697,0.376359,0.595321,2024-06-24,Rejected,Decrease price
CPG-00392,ORD-00392,CUST-00392,PROD-00192,2024-12-02,669.74,19.37,2839,Medium-Value,Pending,Pet Care,Dry Food,4731.78,19,307.97,4.19,14,TRUE,1.2328,4200,11.8767,0.142723,0.173093,-0.117937,0.861668,2025-01-20,Implemented,Bundle with promotion
CPG-00393,ORD-00393,CUST-00393,PROD-00193,2024-06-26,471.51,43.91,3779,Medium-Value,Cancelled,Pet Care,Dry Food,3969.98,11,341.4,3.75,397,FALSE,1.9483,3422,2.9102,0.067496,0.111689,-0.00024,0.788754,2024-05-27,Implemented,Hold price
CPG-00394,ORD-00394,CUST-00394,PROD-00194,2024-12-25,23.57,21.71,3433,Medium-Value,Pending,Pet Care,Dry Food,3444.53,13,309.88,3.84,437,FALSE,0.8826,191,7.0271,0.004831,0.027827,0.481795,0.997129,2025-01-16,Rejected,Bundle with promotion
CPG-00395,ORD-00395,CUST-00395,PROD-00195,2024-08-03,854.59,29.54,2693,Low-Value,Delivered,Pet Care,Dry Food,4811.59,21,360.0,1.22,207,TRUE,0.5114,4530,2.5428,0.123971,0.120673,-0.278529,0.599499,2024-07-21,Pending Review,Hold price
CPG-00396,ORD-00396,CUST-00396,PROD-00196,2024-06-19,272.63,23.38,90,High-Value,Delivered,Pet Care,Dry Food,1667.52,14,168.62,2.84,242,TRUE,0.4099,3428,5.9999,0.010314,0.191019,0.39256,0.564966,2024-06-22,Implemented,Hold price
CPG-00397,ORD-00397,CUST-00397,PROD-00197,2024-08-16,603.34,20.0,1662,Low-Value,Pending,Pet Care,Dry Food,3598.02,15,124.67,1.56,304,TRUE,2.4786,3652,1.2357,0.059886,0.161513,0.120685,0.955151,2024-10-15,Pending Review,Bundle with promotion
CPG-00398,ORD-00398,CUST-00398,PROD-00198,2024-08-24,524.88,53.1,3738,Medium-Value,Cancelled,Pet Care,Dry Food,3516.57,23,321.09,3.58,157,FALSE,1.5713,1435,5.2731,0.026937,0.123547,0.045661,0.692332,2024-07-13,Rejected,Decrease price
CPG-00399,ORD-00399,CUST-00399,PROD-00199,2024-10-23,99.55,53.36,1293,Medium-Value,Pending,Pet Care,Dry Food,4418.65,18,130.92,3.45,32,TRUE,1.7753,1780,10.9505,0.061692,0.152372,-0.203016,0.684366,2024-10-07,Implemented,Hold price
CPG-00400,ORD-00400,CUST-00400,PROD-00200,2024-08-10,160.88,3.55,3783,Medium-Value,Shipped,Pet Care,Dry Food,1751.11,13,345.19,1.73,32,FALSE,0.1907,2053,1.8189,0.137571,0.065422,0.298941,0.74238,2024-07-11,Implemented,Increase price
CPG-00401,ORD-00401,CUST-00401,PROD-00001,2024-09-15,229.43,49.58,1321,High-Value,Pending,Pet Care,Dry Food,4200.55,20,58.2,4.33,81,FALSE,0.398,3202,2.4372,0.100709,0.002242,-0.081398,0.720329,2024-10-15,Implemented,Decrease price
CPG-00402,ORD-00402,CUST-00402,PROD-00002,2024-10-27,805.03,4.77,4283,Low-Value,Delivered,Pet Care,Dry Food,3329.57,22,360.86,2.86,236,FALSE,1.7568,3638,1.1028,0.0007,0.154482,0.313691,0.96441,2024-12-10,Pending Review,Decrease price
CPG-00403,ORD-00403,CUST-00403,PROD-00003,2024-06-18,29.19,49.59,517,High-Value,Delivered,Pet Care,Dry Food,4795.79,4,322.83,1.1,17,TRUE,1.8376,361,5.2803,0.016153,0.065428,0.149643,0.594774,2024-07-09,Implemented,Bundle with promotion
CPG-00404,ORD-00404,CUST-00404,PROD-00004,2024-12-24,393.67,20.76,122,Medium-Value,Cancelled,Pet Care,Dry Food,3287.26,1,167.89,1.81,64,FALSE,0.6282,2282,7.9744,0.055347,0.013466,-0.125151,0.650767,2024-12-01,Rejected,Bundle with promotion
CPG-00405,ORD-00405,CUST-00405,PROD-00005,2024-05-24,489.52,11.94,776,Low-Value,Pending,Pet Care,Dry Food,1655.55,21,284.6,4.47,445,TRUE,0.8969,2605,11.7472,0.099956,0.013503,-0.285881,0.956052,2024-06-29,Pending Review,Bundle with promotion
CPG-00406,ORD-00406,CUST-00406,PROD-00006,2024-09-05,671.51,15.49,1016,Medium-Value,Pending,Pet Care,Dry Food,1220.16,14,307.75,2.76,370,TRUE,0.2438,3069,6.2354,0.030302,0.07515,0.213631,0.619032,2024-09-05,Rejected,Bundle with promotion
CPG-00407,ORD-00407,CUST-00407,PROD-00007,2024-11-03,133.83,4.3,3398,Low-Value,Shipped,Pet Care,Dry Food,4072.92,1,107.02,2.11,412,FALSE,0.9225,1687,6.7021,0.135995,0.133001,-0.10133,0.843675,2024-09-15,Rejected,Decrease price
CPG-00408,ORD-00408,CUST-00408,PROD-00008,2024-09-30,476.5,5.75,4027,High-Value,Shipped,Pet Care,Dry Food,4770.62,2,261.06,1.64,332,TRUE,2.3519,1029,1.5552,0.088895,0.166244,0.44545,0.618155,2024-09-30,Implemented,Bundle with promotion
CPG-00409,ORD-00409,CUST-00409,PROD-00009,2024-10-30,290.64,12.23,2039,Medium-Value,Shipped,Pet Care,Dry Food,1462.5,15,387.74,3.53,135,TRUE,0.7525,3942,1.4202,0.145883,0.079649,-0.165787,0.720688,2024-11-26,Rejected,Bundle with promotion
CPG-00410,ORD-00410,CUST-00410,PROD-00010,2024-11-08,740.35,24.12,681,Medium-Value,Delivered,Pet Care,Dry Food,2996.16,5,230.08,3.78,20,TRUE,0.7175,3799,4.0172,0.042484,0.112428,0.084675,0.666617,2024-12-26,Rejected,Bundle with promotion
CPG-00411,ORD-00411,CUST-00411,PROD-00011,2024-06-17,825.78,44.36,3065,Medium-Value,Delivered,Pet Care,Dry Food,2052.55,14,377.31,1.01,451,FALSE,1.0217,2522,7.8721,0.088246,0.081758,-0.268938,0.960802,2024-07-19,Pending Review,Decrease price
CPG-00412,ORD-00412,CUST-00412,PROD-00012,2024-06-16,862.03,22.22,4002,Low-Value,Shipped,Pet Care,Dry Food,3458.02,23,41.93,3.7,394,FALSE,2.3236,2022,3.2871,0.005176,0.162625,0.204762,0.838213,2024-08-01,Rejected,Decrease price
CPG-00413,ORD-00413,CUST-00413,PROD-00013,2024-07-03,418.09,36.92,1322,High-Value,Pending,Pet Care,Dry Food,627.82,3,264.87,3.38,140,FALSE,1.0544,4802,11.7027,0.012052,0.18199,0.400805,0.582912,2024-07-18,Pending Review,Hold price
CPG-00414,ORD-00414,CUST-00414,PROD-00014,2024-10-22,458.07,35.99,3371,Low-Value,Shipped,Pet Care,Dry Food,4353.62,4,261.75,2.87,463,FALSE,2.0541,2204,9.1104,0.139503,0.079594,-0.05352,0.993513,2024-09-27,Pending Review,Increase price
CPG-00415,ORD-00415,CUST-00415,PROD-00015,2024-05-22,699.76,18.72,3530,High-Value,Delivered,Pet Care,Dry Food,923.19,6,287.54,2.46,223,TRUE,1.2675,4118,11.4076,0.067599,0.162874,-0.15149,0.529491,2024-04-10,Implemented,Decrease price
CPG-00416,ORD-00416,CUST-00416,PROD-00016,2024-07-03,405.05,38.91,653,Medium-Value,Shipped,Pet Care,Dry Food,474.25,4,125.17,4.2,65,FALSE,0.1712,1924,5.9958,0.100921,0.020162,-0.251155,0.875899,2024-05-08,Implemented,Increase price
CPG-00417,ORD-00417,CUST-00417,PROD-00017,2024-05-22,477.27,59.24,2177,Medium-Value,Delivered,Pet Care,Dry Food,2392.5,11,249.66,1.03,318,FALSE,0.9899,2811,11.9936,0.122527,0.188198,0.232063,0.689218,2024-06-24,Implemented,Hold price
CPG-00418,ORD-00418,CUST-00418,PROD-00018,2024-12-07,307.28,42.5,1137,High-Value,Cancelled,Pet Care,Dry Food,3029.45,17,126.2,1.35,243,TRUE,0.9842,3893,6.4215,0.099034,0.000626,0.210459,0.970969,2025-01-31,Pending Review,Increase price
CPG-00419,ORD-00419,CUST-00419,PROD-00019,2024-10-07,333.78,20.88,3639,High-Value,Cancelled,Pet Care,Dry Food,3053.48,13,300.9,1.16,423,TRUE,0.936,3901,11.849,0.128565,0.181041,0.287422,0.646931,2024-08-20,Implemented,Decrease price
CPG-00420,ORD-00420,CUST-00420,PROD-00020,2024-12-06,790.47,3.84,4079,High-Value,Pending,Pet Care,Dry Food,1541.67,22,398.6,3.75,376,FALSE,0.5033,3656,11.4831,0.072325,0.108134,-0.105315,0.585217,2025-01-07,Rejected,Increase price
CPG-00421,ORD-00421,CUST-00421,PROD-00021,2024-05-25,894.12,24.24,2296,High-Value,Shipped,Pet Care,Dry Food,3609.92,22,200.99,4.61,6,TRUE,1.6971,4379,7.7858,0.073794,0.159108,-0.033759,0.611903,2024-03-28,Rejected,Increase price
CPG-00422,ORD-00422,CUST-00422,PROD-00022,2024-10-09,348.65,24.14,4603,Medium-Value,Shipped,Pet Care,Dry Food,4051.82,8,118.46,3.51,386,FALSE,0.3104,731,4.4127,0.08883,0.037631,0.453606,0.78642,2024-08-23,Implemented,Hold price
CPG-00423,ORD-00423,CUST-00423,PROD-00023,2024-12-28,525.57,33.06,3179,Medium-Value,Shipped,Pet Care,Dry Food,1632.23,12,323.06,1.01,41,TRUE,1.3474,4929,7.2939,0.015988,0.001838,0.38189,0.657963,2024-11-20,Pending Review,Decrease price
CPG-00424,ORD-00424,CUST-00424,PROD-00024,2024-09-02,418.37,40.59,281,Low-Value,Pending,Pet Care,Dry Food,1634.69,17,396.33,3.11,84,TRUE,0.7563,4702,6.0003,0.124303,0.099005,0.263312,0.688354,2024-07-16,Pending Review,Decrease price
CPG-00425,ORD-00425,CUST-00425,PROD-00025,2024-11-25,201.39,42.62,430,High-Value,Pending,Pet Care,Dry Food,4291.06,24,168.89,3.56,424,TRUE,2.4786,4489,5.0113,0.063366,0.094684,-0.021354,0.695681,2024-11-10,Implemented,Hold price
CPG-00426,ORD-00426,CUST-00426,PROD-00026,2024-07-09,631.29,24.84,1072,Medium-Value,Cancelled,Pet Care,Dry Food,3773.72,19,349.03,1.68,448,TRUE,2.1395,2491,5.7616,0.024554,0.027512,0.256764,0.645541,2024-08-13,Implemented,Decrease price
CPG-00427,ORD-00427,CUST-00427,PROD-00027,2024-06-22,188.15,51.66,835,Low-Value,Pending,Pet Care,Dry Food,3938.22,5,163.09,3.28,195,FALSE,1.7307,1379,11.1488,0.014407,0.194832,-0.156294,0.526236,2024-08-07,Rejected,Hold price
CPG-00428,ORD-00428,CUST-00428,PROD-00028,2024-09-26,398.93,16.21,973,High-Value,Cancelled,Pet Care,Dry Food,2013.39,10,281.43,1.52,379,TRUE,1.6667,3076,9.4223,0.148675,0.134147,-0.228311,0.731837,2024-08-31,Rejected,Bundle with promotion
CPG-00429,ORD-00429,CUST-00429,PROD-00029,2024-07-07,574.62,8.76,999,Medium-Value,Cancelled,Pet Care,Dry Food,3224.98,17,105.48,2.56,15,FALSE,0.7569,775,9.635,0.027164,0.096838,0.215677,0.716828,2024-07-14,Rejected,Decrease price
CPG-00430,ORD-00430,CUST-00430,PROD-00030,2024-05-23,71.2,12.72,161,Medium-Value,Shipped,Pet Care,Dry Food,2802.5,18,317.72,4.18,417,FALSE,0.2534,4791,6.6983,0.122824,0.13034,0.302807,0.603732,2024-06-26,Rejected,Increase price
CPG-00431,ORD-00431,CUST-00431,PROD-00031,2024-06-13,630.27,20.23,320,High-Value,Pending,Pet Care,Dry Food,2896.65,21,81.26,1.02,238,FALSE,2.1435,287,1.473,0.018708,0.059716,0.473021,0.585802,2024-04-22,Rejected,Increase price
CPG-00432,ORD-00432,CUST-00432,PROD-00032,2024-06-30,55.86,19.02,4375,Medium-Value,Shipped,Pet Care,Dry Food,742.28,16,284.14,4.31,473,FALSE,1.5548,4183,2.9132,0.014851,0.163953,-0.11032,0.594037,2024-05-10,Pending Review,Decrease price
CPG-00433,ORD-00433,CUST-00433,PROD-00033,2024-12-29,133.77,18.09,3457,High-Value,Cancelled,Pet Care,Dry Food,2771.75,9,165.08,2.93,312,TRUE,1.0601,683,11.3645,0.101479,0.18804,-0.185405,0.601881,2024-12-06,Rejected,Hold price
CPG-00434,ORD-00434,CUST-00434,PROD-00034,2024-10-07,586.33,39.57,4189,Low-Value,Pending,Pet Care,Dry Food,862.01,5,140.22,3.5,298,FALSE,1.0095,4945,3.3462,0.040519,0.106294,0.247183,0.703391,2024-11-18,Pending Review,Increase price
CPG-00435,ORD-00435,CUST-00435,PROD-00035,2024-07-29,703.59,17.87,802,Medium-Value,Shipped,Pet Care,Dry Food,4898.45,8,163.88,1.51,418,TRUE,1.9786,1012,2.5209,0.109249,0.06131,0.357075,0.744809,2024-07-14,Rejected,Hold price
CPG-00436,ORD-00436,CUST-00436,PROD-00036,2024-10-24,521.36,7.75,392,High-Value,Cancelled,Pet Care,Dry Food,1624.08,13,88.66,1.99,148,FALSE,1.2445,1046,3.4792,0.102999,0.142645,0.22605,0.571335,2024-09-15,Rejected,Hold price
CPG-00437,ORD-00437,CUST-00437,PROD-00037,2024-05-11,580.69,41.34,3426,Low-Value,Pending,Pet Care,Dry Food,2316.04,15,394.77,2.3,408,FALSE,1.3054,2260,11.4551,0.078089,0.143693,0.43905,0.614382,2024-05-26,Rejected,Increase price
CPG-00438,ORD-00438,CUST-00438,PROD-00038,2024-12-26,285.51,38.81,628,Low-Value,Cancelled,Pet Care,Dry Food,1238.18,3,82.74,3.7,442,TRUE,0.303,2342,6.8728,0.073928,0.174871,0.469733,0.711992,2024-12-31,Rejected,Decrease price
CPG-00439,ORD-00439,CUST-00439,PROD-00039,2024-08-28,470.79,42.48,3321,High-Value,Shipped,Pet Care,Dry Food,3100.62,24,22.77,4.49,464,FALSE,1.7862,2827,3.3086,0.110847,0.190174,0.358691,0.940166,2024-10-01,Rejected,Increase price
CPG-00440,ORD-00440,CUST-00440,PROD-00040,2024-09-30,868.71,32.36,1843,High-Value,Shipped,Pet Care,Dry Food,421.86,5,215.2,3.36,461,TRUE,1.1145,3106,2.4606,0.145459,0.067592,0.243251,0.915863,2024-08-12,Implemented,Hold price
CPG-00441,ORD-00441,CUST-00441,PROD-00041,2024-07-13,274.79,34.99,1781,Medium-Value,Shipped,Pet Care,Dry Food,4649.09,21,215.9,1.75,387,TRUE,2.345,4000,1.1612,0.000884,0.092071,-0.061319,0.553582,2024-08-22,Pending Review,Decrease price
CPG-00442,ORD-00442,CUST-00442,PROD-00042,2024-08-08,22.84,32.69,1259,Medium-Value,Shipped,Pet Care,Dry Food,663.02,16,22.63,2.51,111,FALSE,0.6426,3239,4.8046,0.054674,0.178439,0.129142,0.634741,2024-08-13,Pending Review,Bundle with promotion
CPG-00443,ORD-00443,CUST-00443,PROD-00043,2024-06-08,328.06,52.49,1625,High-Value,Delivered,Pet Care,Dry Food,988.36,2,70.8,2.52,193,FALSE,1.8854,259,2.3436,0.029849,0.095859,0.232194,0.6329,2024-04-12,Pending Review,Bundle with promotion
CPG-00444,ORD-00444,CUST-00444,PROD-00044,2024-09-15,453.58,45.56,3275,Low-Value,Cancelled,Pet Care,Dry Food,3643.67,24,340.36,3.39,75,FALSE,0.4154,884,9.6162,0.018919,0.068824,-0.289081,0.842219,2024-08-25,Implemented,Hold price
CPG-00445,ORD-00445,CUST-00445,PROD-00045,2024-08-15,667.63,30.18,3513,High-Value,Pending,Pet Care,Dry Food,3107.19,24,214.27,2.52,158,TRUE,0.7747,943,10.4379,0.149139,0.049471,0.356488,0.599206,2024-09-02,Rejected,Increase price
CPG-00446,ORD-00446,CUST-00446,PROD-00046,2024-10-24,459.57,38.48,1218,High-Value,Pending,Pet Care,Dry Food,646.28,13,34.58,1.63,447,TRUE,2.3298,3493,0.7031,0.029947,0.17287,0.004282,0.762486,2024-09-16,Rejected,Decrease price
CPG-00447,ORD-00447,CUST-00447,PROD-00047,2024-06-23,392.08,5.0,901,Medium-Value,Shipped,Pet Care,Dry Food,1849.7,12,290.4,1.21,228,TRUE,0.8676,390,2.5901,8e-05,0.132086,-0.042688,0.642658,2024-05-12,Pending Review,Increase price
CPG-00448,ORD-00448,CUST-00448,PROD-00048,2024-08-16,238.25,8.47,111,Low-Value,Delivered,Pet Care,Dry Food,2781.25,5,145.86,2.72,181,FALSE,1.883,4825,6.5819,0.055739,0.13005,-0.131973,0.692025,2024-09-04,Implemented,Decrease price
CPG-00449,ORD-00449,CUST-00449,PROD-00049,2024-10-06,672.19,53.27,1560,High-Value,Cancelled,Pet Care,Dry Food,3538.07,4,48.45,1.42,310,FALSE,0.8235,3885,11.8809,0.0303,0.144154,-0.264951,0.595853,2024-08-08,Rejected,Hold price
CPG-00450,ORD-00450,CUST-00450,PROD-00050,2024-12-12,877.99,43.6,3572,High-Value,Pending,Pet Care,Dry Food,2439.96,17,373.91,4.13,239,TRUE,0.5006,2246,8.5121,0.01934,0.009089,0.15294,0.897195,2024-11-01,Rejected,Decrease price
CPG-00451,ORD-00451,CUST-00451,PROD-00051,2024-12-26,639.33,25.68,2415,Medium-Value,Cancelled,Health & Wellness,Vitamins,4927.04,21,330.05,2.92,379,FALSE,0.6263,2292,2.5325,0.145741,0.107478,0.48301,0.889093,2024-12-17,Rejected,Increase price
CPG-00452,ORD-00452,CUST-00452,PROD-00052,2024-10-29,623.98,38.32,4950,Low-Value,Pending,Health & Wellness,Vitamins,1070.49,15,103.84,4.98,5,FALSE,0.5894,3240,2.2899,0.034758,0.145257,-0.005088,0.951084,2024-12-23,Implemented,Bundle with promotion
CPG-00453,ORD-00453,CUST-00453,PROD-00053,2024-06-13,178.75,30.45,1477,Low-Value,Shipped,Health & Wellness,Vitamins,1446.12,10,81.91,4.02,106,TRUE,2.062,4980,2.6603,0.021528,0.085279,0.064019,0.822559,2024-05-07,Pending Review,Increase price
CPG-00454,ORD-00454,CUST-00454,PROD-00054,2024-10-30,136.5,7.78,3145,High-Value,Pending,Health & Wellness,Vitamins,594.68,1,310.11,3.63,16,TRUE,0.4172,685,3.578,0.14079,0.119927,0.33392,0.504698,2024-09-21,Implemented,Hold price
CPG-00455,ORD-00455,CUST-00455,PROD-00055,2024-12-02,90.19,53.76,1336,Medium-Value,Pending,Health & Wellness,Vitamins,1692.19,5,112.65,1.49,398,FALSE,1.606,1009,0.7439,0.006679,0.108928,-0.217947,0.943228,2025-01-07,Pending Review,Decrease price
CPG-00456,ORD-00456,CUST-00456,PROD-00056,2024-04-28,36.24,40.01,1850,Low-Value,Delivered,Health & Wellness,Vitamins,1954.48,23,332.66,2.49,85,TRUE,1.2804,903,3.082,0.14347,0.056363,-0.238968,0.666862,2024-04-05,Pending Review,Increase price
CPG-00457,ORD-00457,CUST-00457,PROD-00057,2024-12-13,549.99,36.78,3483,High-Value,Delivered,Health & Wellness,Vitamins,4470.93,22,134.59,1.62,281,FALSE,0.9361,852,3.6176,0.074888,0.073822,-0.087679,0.953492,2025-01-03,Implemented,Increase price
CPG-00458,ORD-00458,CUST-00458,PROD-00058,2024-12-04,703.34,27.91,3919,High-Value,Delivered,Health & Wellness,Vitamins,610.16,14,384.64,1.51,85,FALSE,0.4472,2647,11.9399,0.027281,0.077003,-0.044547,0.711916,2024-11-09,Rejected,Bundle with promotion
CPG-00459,ORD-00459,CUST-00459,PROD-00059,2024-09-29,310.12,16.26,3429,Low-Value,Pending,Health & Wellness,Vitamins,2510.66,18,207.19,3.81,344,TRUE,1.0231,4760,8.7216,0.079042,0.155319,0.349034,0.609667,2024-08-01,Implemented,Decrease price
CPG-00460,ORD-00460,CUST-00460,PROD-00060,2024-07-29,17.54,34.39,1094,High-Value,Cancelled,Health & Wellness,Vitamins,344.91,12,157.13,4.48,18,TRUE,0.8073,1181,10.1054,0.082725,0.186268,0.036862,0.605369,2024-07-05,Implemented,Increase price
CPG-00461,ORD-00461,CUST-00461,PROD-00061,2024-11-05,136.95,23.89,215,Low-Value,Cancelled,Health & Wellness,Vitamins,4826.32,12,40.55,4.37,370,TRUE,1.6906,605,5.9835,0.089089,0.031635,-0.182491,0.570639,2024-11-14,Implemented,Increase price
CPG-00462,ORD-00462,CUST-00462,PROD-00062,2024-05-01,518.73,12.58,1147,Low-Value,Cancelled,Health & Wellness,Vitamins,2660.88,10,198.67,3.85,86,FALSE,1.1655,109,3.7978,0.023383,0.176231,-0.274305,0.875566,2024-06-18,Rejected,Decrease price
CPG-00463,ORD-00463,CUST-00463,PROD-00063,2024-04-30,751.92,34.14,2113,Low-Value,Shipped,Health & Wellness,Vitamins,2534.27,23,106.38,3.38,458,TRUE,0.7524,754,6.4973,0.146689,0.025027,-0.130509,0.809522,2024-05-29,Implemented,Bundle with promotion
CPG-00464,ORD-00464,CUST-00464,PROD-00064,2024-06-14,742.92,6.48,3837,Medium-Value,Cancelled,Health & Wellness,Vitamins,1600.29,21,173.94,4.42,319,FALSE,0.4956,3044,7.9364,0.02921,0.02168,-0.237753,0.801595,2024-04-21,Pending Review,Increase price
CPG-00465,ORD-00465,CUST-00465,PROD-00065,2024-06-28,159.04,2.64,2532,High-Value,Shipped,Health & Wellness,Vitamins,2780.87,21,373.1,1.37,118,TRUE,0.746,4671,6.9952,0.084561,0.158045,-0.263456,0.65729,2024-08-05,Pending Review,Increase price
CPG-00466,ORD-00466,CUST-00466,PROD-00066,2024-07-28,863.48,24.66,2915,High-Value,Shipped,Health & Wellness,Vitamins,3528.15,4,145.9,2.75,171,TRUE,1.3052,1231,0.7724,0.11941,0.095391,0.39505,0.518704,2024-06-09,Implemented,Decrease price
CPG-00467,ORD-00467,CUST-00467,PROD-00067,2024-10-19,84.7,15.43,1766,Low-Value,Shipped,Health & Wellness,Vitamins,3288.39,23,81.2,3.19,497,FALSE,1.174,1075,4.3987,0.054047,0.171191,0.044721,0.94534,2024-12-03,Rejected,Bundle with promotion
CPG-00468,ORD-00468,CUST-00468,PROD-00068,2024-06-28,897.35,34.88,4075,High-Value,Delivered,Health & Wellness,Vitamins,4033.4,5,311.2,3.12,500,FALSE,1.4131,715,6.2375,0.068221,0.033944,-0.063513,0.534081,2024-06-18,Rejected,Hold price
CPG-00469,ORD-00469,CUST-00469,PROD-00069,2024-07-27,77.95,59.2,2097,Medium-Value,Delivered,Health & Wellness,Vitamins,3268.95,5,377.14,3.49,245,FALSE,0.195,2349,5.1108,0.12855,0.183428,-0.196813,0.683366,2024-07-10,Rejected,Hold price
CPG-00470,ORD-00470,CUST-00470,PROD-00070,2024-08-01,618.75,52.78,349,Low-Value,Delivered,Health & Wellness,Vitamins,4888.29,2,301.6,2.77,144,TRUE,1.7794,4595,0.5913,0.127959,0.058132,-0.173435,0.69964,2024-09-26,Implemented,Decrease price
