id,job,marital,education,age,balance,housing,loan,c_default,contact,month,day,duration,campaign,previous,poutcome,pdays,y
1527,housemaid,divorced,primary,86,24142.23,no,yes,no,unknown,jun,6,897,18,5,unknown,223,no
1528,retired,single,unknown,18,11821.95,no,yes,yes,cellular,may,11,976,6,10,success,354,no
1529,admin.,divorced,unknown,65,16015.1,no,no,no,telephone,oct,20,1468,9,4,success,251,yes
1530,entrepreneur,married,secondary,52,49027.39,no,yes,yes,unknown,sep,23,7,14,8,other,-1,no
1531,retired,divorced,secondary,68,9091.61,yes,yes,yes,unknown,jan,20,1170,8,5,unknown,70,no
1532,self-employed,married,tertiary,52,8965.03,yes,yes,yes,telephone,jun,8,1792,4,7,success,312,no
1533,admin.,married,tertiary,44,48120.89,no,no,no,cellular,jun,1,1535,17,9,unknown,191,no
1534,technician,single,unknown,93,49360.0,no,yes,no,telephone,may,12,975,8,6,success,-1,no
1535,housemaid,single,tertiary,79,37720.84,yes,yes,yes,unknown,jul,26,1968,5,1,other,284,no
1536,retired,divorced,tertiary,41,27108.84,yes,no,no,telephone,dec,6,1309,16,9,failure,235,no
1537,self-employed,divorced,tertiary,29,39067.29,yes,yes,yes,unknown,sep,19,928,3,6,failure,399,no
1538,unemployed,single,primary,72,-369.83,yes,no,yes,telephone,jul,4,1474,19,3,unknown,-1,no
1539,unemployed,divorced,unknown,78,20747.81,yes,no,yes,telephone,may,27,1112,7,10,unknown,277,no
1540,admin.,single,secondary,18,35351.79,no,yes,yes,telephone,jun,12,1065,10,1,success,-1,no
1541,blue-collar,divorced,secondary,66,37613.23,yes,no,yes,cellular,jun,18,1208,6,4,success,-1,no
1542,technician,single,primary,36,38610.91,no,yes,yes,telephone,may,6,958,11,4,success,-1,no
1543,technician,divorced,secondary,77,4288.56,yes,no,yes,unknown,oct,7,113,20,0,success,-1,no
1544,management,single,primary,87,5220.05,yes,yes,no,cellular,feb,27,50,11,7,unknown,60,no
1545,unknown,single,primary,25,4690.88,yes,yes,no,unknown,sep,27,966,16,0,success,-1,no
1546,self-employed,married,tertiary,49,49024.7,yes,no,no,unknown,aug,11,1246,7,10,success,255,no
1547,blue-collar,single,secondary,91,12010.58,no,yes,no,cellular,mar,7,1774,3,1,other,212,no
1548,housemaid,single,primary,81,39859.86,no,yes,yes,telephone,aug,2,899,2,5,failure,326,no
1549,self-employed,single,unknown,43,-976.76,no,yes,yes,cellular,mar,21,1078,11,9,other,256,no
1550,self-employed,single,primary,56,6496.41,yes,yes,yes,telephone,nov,3,377,7,2,unknown,-1,no
1551,retired,single,secondary,50,42646.96,yes,no,no,telephone,mar,14,427,19,3,success,-1,no
1552,unknown,divorced,tertiary,73,46812.95,no,yes,yes,unknown,dec,28,1512,16,2,unknown,127,no
1553,admin.,married,unknown,41,48769.97,no,no,no,unknown,nov,13,92,4,1,unknown,-1,no
1554,blue-collar,single,primary,34,28598.56,yes,yes,yes,cellular,may,20,108,1,1,failure,192,no
1555,student,single,tertiary,52,10911.61,yes,yes,yes,unknown,mar,27,433,5,5,unknown,107,no
1556,student,single,primary,58,25323.21,no,yes,yes,unknown,apr,4,1605,4,2,unknown,180,no
1557,retired,married,tertiary,51,-1844.49,yes,yes,yes,telephone,oct,24,992,15,10,unknown,131,no
1558,technician,married,unknown,35,7794.36,yes,no,no,telephone,aug,19,1281,7,5,unknown,299,no
1559,unknown,married,primary,32,17325.26,no,no,no,telephone,sep,13,211,4,9,failure,-1,no
1560,technician,single,tertiary,87,40831.41,no,no,no,unknown,feb,5,1465,12,8,unknown,-1,no
1561,self-employed,divorced,tertiary,19,2875.67,no,no,no,unknown,may,25,932,9,5,other,230,no
1562,unemployed,divorced,tertiary,52,8044.81,no,yes,no,telephone,mar,7,298,19,2,other,222,no
1563,technician,single,unknown,50,25473.3,no,yes,no,cellular,aug,7,1471,19,1,success,233,no
1564,student,single,secondary,53,46651.78,yes,yes,yes,unknown,aug,18,1052,19,7,other,-1,no
1565,technician,divorced,unknown,22,28465.01,no,no,yes,unknown,jan,21,392,17,4,success,41,no
1566,unknown,married,secondary,53,48097.29,yes,no,no,unknown,jun,13,1029,17,9,other,-1,no
1567,unknown,single,secondary,86,11895.83,no,no,no,cellular,jul,24,1900,5,1,success,357,no
1568,retired,married,tertiary,80,37388.49,no,yes,yes,telephone,apr,28,29,9,1,failure,359,no
1569,unknown,divorced,secondary,61,24258.01,no,yes,yes,cellular,feb,25,339,1,4,unknown,248,yes
1570,unemployed,single,tertiary,82,20806.81,yes,yes,yes,cellular,apr,26,990,15,4,unknown,381,no
1571,management,divorced,secondary,42,22296.44,no,yes,no,telephone,sep,10,45,6,3,other,391,no
1572,student,single,tertiary,72,3210.13,yes,no,no,telephone,jun,22,1062,10,6,unknown,381,no
1573,services,divorced,unknown,49,1639.62,yes,no,yes,cellular,jan,2,1473,1,4,other,70,no
1574,housemaid,divorced,primary,36,40876.89,yes,yes,no,telephone,feb,17,582,10,7,other,-1,no
1575,entrepreneur,single,unknown,40,26148.05,no,yes,yes,unknown,sep,24,1026,20,0,other,-1,no
1576,technician,divorced,tertiary,79,26437.58,yes,yes,yes,telephone,jan,12,1615,20,0,failure,354,no
1577,unknown,divorced,primary,81,25011.53,yes,no,yes,unknown,mar,25,613,1,5,unknown,342,no
1578,unknown,single,tertiary,29,47706.28,no,yes,yes,cellular,jan,6,1570,7,1,unknown,139,no
1579,housemaid,single,unknown,32,3079.67,yes,no,yes,unknown,dec,8,1310,9,0,unknown,-1,no
1580,housemaid,married,secondary,73,30482.33,no,yes,no,unknown,jan,23,42,20,4,success,275,no
1581,housemaid,divorced,tertiary,54,30444.29,no,no,yes,unknown,oct,25,819,4,7,unknown,187,no
1582,services,married,tertiary,72,4707.98,yes,yes,no,unknown,jul,22,106,8,6,failure,389,yes
1583,housemaid,divorced,secondary,36,45706.65,no,no,yes,unknown,sep,22,1711,7,2,other,-1,no
1584,unemployed,divorced,tertiary,25,34518.97,no,no,no,telephone,nov,14,1984,19,7,success,-1,no
1585,admin.,divorced,unknown,93,26584.48,no,no,no,cellular,sep,13,245,9,6,failure,270,no
1586,student,single,unknown,56,19159.02,yes,no,yes,cellular,feb,10,1888,6,6,success,-1,no
1587,self-employed,divorced,primary,21,29614.71,no,no,no,cellular,feb,15,526,16,7,success,396,no
1588,management,single,unknown,45,42867.03,no,yes,yes,unknown,dec,8,596,17,4,success,385,no
1589,housemaid,single,secondary,57,46193.82,yes,no,yes,unknown,may,10,881,18,10,unknown,57,no
1590,management,married,secondary,59,10567.41,no,yes,no,unknown,jul,7,413,1,0,other,-1,no
1591,services,divorced,secondary,62,18405.47,no,yes,yes,cellular,jun,18,1210,12,0,failure,-1,no
1592,admin.,single,tertiary,58,37916.81,yes,no,yes,unknown,may,15,246,10,10,unknown,-1,no
1593,services,divorced,secondary,33,12810.46,no,yes,no,unknown,sep,5,354,19,4,unknown,-1,no
1594,housemaid,single,primary,18,7931.63,no,yes,no,cellular,jul,15,839,8,10,success,-1,no
1595,services,married,secondary,18,-1595.12,yes,no,yes,telephone,jun,21,614,3,4,other,125,no
1596,self-employed,single,secondary,80,31512.31,no,no,no,telephone,jun,16,440,5,1,success,-1,no
1597,technician,divorced,unknown,76,21080.66,yes,yes,no,telephone,jun,9,371,15,4,success,269,no
1598,student,married,tertiary,69,49551.18,no,no,no,cellular,oct,15,969,13,6,other,146,no
1599,management,single,tertiary,62,44163.63,yes,yes,yes,telephone,sep,9,1544,20,0,unknown,105,no
1600,entrepreneur,divorced,tertiary,72,16867.0,yes,no,no,unknown,mar,28,66,1,0,other,-1,no
1601,self-employed,single,tertiary,22,32231.7,no,no,yes,unknown,nov,24,1054,20,3,success,133,no
1602,blue-collar,divorced,unknown,43,3927.91,yes,no,yes,unknown,nov,8,42,13,5,unknown,161,no
1603,services,married,tertiary,64,48504.19,no,no,yes,unknown,dec,12,1234,18,4,failure,130,no
1604,housemaid,divorced,secondary,72,24844.1,yes,yes,yes,cellular,feb,7,430,18,9,other,92,no
1605,unemployed,married,secondary,64,27673.69,no,yes,no,cellular,mar,15,1316,19,0,unknown,394,no
1606,entrepreneur,divorced,primary,26,39111.0,no,no,yes,telephone,aug,26,80,19,0,other,-1,no
1607,unknown,divorced,tertiary,29,29569.75,yes,no,no,cellular,apr,11,91,16,0,unknown,343,no
1608,student,married,tertiary,59,41410.27,yes,yes,yes,telephone,aug,21,175,10,0,failure,121,no
1609,technician,divorced,tertiary,51,18454.15,no,no,yes,telephone,apr,28,694,11,1,failure,87,no
1610,blue-collar,single,unknown,90,2898.64,yes,yes,yes,cellular,dec,6,1054,1,2,other,189,no
1611,student,single,unknown,35,17929.45,no,yes,yes,unknown,feb,18,1787,10,0,success,191,no
1612,services,single,primary,40,1116.09,no,no,yes,cellular,jul,25,52,9,8,unknown,308,no
1613,unknown,married,unknown,64,27879.41,no,no,no,unknown,aug,26,1383,3,0,success,-1,no
1614,self-employed,married,unknown,42,11595.6,yes,yes,no,unknown,nov,16,20,15,6,success,300,no
1615,self-employed,divorced,secondary,50,27579.95,yes,yes,no,telephone,nov,10,1111,17,3,unknown,273,no
1616,housemaid,single,unknown,72,48956.57,no,yes,yes,telephone,apr,25,918,16,4,failure,-1,no
1617,services,married,secondary,65,5570.98,no,yes,yes,telephone,sep,27,889,6,8,unknown,45,no
1618,unknown,married,tertiary,80,47428.25,no,no,no,unknown,oct,1,1865,1,9,failure,115,no
1619,unemployed,single,unknown,70,43795.81,no,no,yes,cellular,sep,10,1382,9,3,failure,41,no
1620,entrepreneur,married,tertiary,68,34883.97,no,no,yes,unknown,jan,16,326,12,3,failure,-1,no
1621,services,single,tertiary,85,24661.02,yes,yes,yes,unknown,oct,21,1353,19,5,other,-1,no
1622,blue-collar,married,secondary,31,-1916.96,yes,no,yes,unknown,jul,16,1265,17,1,failure,-1,no
1623,student,married,secondary,75,10241.93,yes,no,yes,cellular,feb,12,1459,1,6,other,-1,no
1624,management,married,unknown,77,18762.27,no,no,no,unknown,dec,10,45,19,5,failure,155,no
1625,management,married,primary,94,27516.03,yes,yes,no,cellular,sep,12,1448,3,1,success,-1,yes
1626,services,divorced,secondary,21,37271.44,no,no,yes,telephone,aug,16,1105,15,9,other,-1,no
1627,housemaid,married,primary,61,27666.99,yes,yes,yes,telephone,jun,19,699,16,3,failure,-1,yes
1628,admin.,married,unknown,75,-396.3,yes,yes,no,unknown,sep,27,190,16,10,unknown,230,no
1629,technician,married,tertiary,53,33915.29,no,yes,no,telephone,jun,19,1452,20,4,unknown,33,yes
1630,admin.,divorced,primary,69,34791.43,yes,no,no,cellular,jun,26,1316,5,0,success,-1,no
1631,blue-collar,divorced,secondary,48,26919.97,yes,no,no,unknown,feb,20,584,4,0,unknown,51,no
1632,unknown,single,tertiary,58,-39.98,no,yes,yes,cellular,jan,25,536,14,10,other,97,no
1633,unknown,married,secondary,44,47141.07,no,yes,no,cellular,oct,11,302,7,3,other,-1,no
1634,admin.,married,secondary,90,34596.97,no,yes,no,telephone,mar,13,1487,7,2,success,-1,no
1635,retired,married,primary,47,19069.98,yes,no,yes,telephone,oct,4,600,12,8,failure,-1,yes
1636,blue-collar,single,primary,90,9412.31,yes,yes,no,cellular,jun,20,764,20,10,other,174,no
1637,management,single,secondary,87,37088.88,yes,no,no,telephone,feb,15,1118,2,6,success,66,no
1638,unknown,divorced,secondary,26,33537.41,yes,no,yes,cellular,aug,2,1965,5,7,success,95,no
1639,blue-collar,married,unknown,22,17094.88,no,no,no,unknown,mar,9,835,8,5,success,174,yes
1640,entrepreneur,divorced,secondary,38,2450.3,yes,yes,no,unknown,feb,7,799,13,1,unknown,-1,no
1641,student,divorced,secondary,32,47802.13,no,no,no,cellular,jun,2,1219,16,4,other,-1,no
1642,housemaid,married,tertiary,76,36071.88,yes,no,yes,unknown,jun,24,1987,6,7,other,72,no
1643,entrepreneur,divorced,primary,33,31348.19,no,no,yes,unknown,mar,10,1640,5,10,success,337,no
1644,unknown,divorced,primary,28,19918.4,yes,yes,yes,telephone,may,10,1565,5,7,success,-1,no
1645,services,divorced,primary,71,25318.63,no,no,no,telephone,feb,4,619,20,4,success,-1,yes
1646,technician,divorced,tertiary,69,26395.78,yes,no,yes,unknown,sep,1,1394,12,9,success,145,no
1647,blue-collar,married,tertiary,66,38178.39,yes,yes,yes,cellular,feb,22,152,9,5,other,71,no
1648,student,divorced,primary,43,47566.54,yes,yes,no,unknown,sep,15,1934,19,4,unknown,392,no
1649,unknown,divorced,primary,67,21568.32,no,no,yes,telephone,sep,21,457,15,10,success,-1,no
1650,management,married,tertiary,40,18463.69,no,no,no,telephone,may,5,1885,12,7,unknown,333,no
1651,self-employed,married,unknown,84,18879.49,yes,yes,yes,telephone,dec,10,1784,16,7,failure,148,no
1652,retired,single,tertiary,38,30156.52,yes,yes,yes,telephone,oct,15,743,2,0,success,72,no
1653,management,divorced,tertiary,61,46429.28,no,yes,no,telephone,mar,17,504,2,9,other,-1,no
1654,retired,married,secondary,47,41185.07,no,yes,yes,cellular,jul,5,1833,18,0,other,23,yes
1655,entrepreneur,married,unknown,44,40808.51,no,no,yes,cellular,jan,24,785,10,4,failure,-1,no
1656,retired,divorced,primary,68,22810.55,no,no,yes,cellular,feb,22,511,20,5,failure,320,no
1657,unknown,divorced,secondary,30,36675.82,yes,yes,no,cellular,jun,21,643,9,2,unknown,-1,no
1658,services,married,tertiary,86,44991.27,no,yes,no,telephone,feb,6,630,19,10,success,261,no
1659,self-employed,divorced,primary,76,18036.26,no,yes,yes,cellular,dec,27,592,19,10,unknown,-1,no
1660,unemployed,married,secondary,43,792.37,yes,no,no,unknown,mar,2,1369,8,6,failure,236,no
1661,housemaid,divorced,tertiary,22,7691.48,yes,yes,no,unknown,may,5,1938,12,4,failure,-1,no
1662,entrepreneur,single,tertiary,44,19251.19,no,no,no,cellular,dec,15,1798,1,3,success,-1,yes
1663,admin.,divorced,secondary,75,18069.6,no,no,yes,cellular,dec,22,322,4,9,other,102,no
1664,student,married,tertiary,54,34086.77,yes,yes,no,unknown,mar,13,1945,7,6,other,-1,yes
1665,entrepreneur,single,primary,23,47097.5,no,yes,yes,telephone,may,28,1731,18,2,unknown,1,no
1666,retired,married,tertiary,50,16163.32,no,yes,yes,telephone,feb,2,737,18,7,unknown,-1,no
1667,management,married,unknown,18,39722.51,no,no,no,cellular,dec,24,1910,19,8,failure,392,no
1668,unknown,divorced,primary,90,39998.41,no,yes,no,cellular,may,26,131,8,0,success,96,no
1669,services,single,unknown,20,13615.63,no,yes,yes,telephone,nov,19,1610,16,7,failure,184,no
1670,unemployed,married,unknown,53,32957.51,no,no,no,cellular,oct,16,957,8,8,other,-1,no
1671,student,divorced,unknown,65,31330.87,no,no,no,telephone,jan,27,1219,6,4,success,242,no
1672,housemaid,married,primary,64,49213.67,no,no,no,telephone,apr,14,437,2,10,unknown,-1,no
1673,unknown,divorced,secondary,49,36063.3,no,yes,yes,unknown,jan,7,564,8,10,other,307,no
1674,technician,single,unknown,85,20381.78,no,yes,yes,cellular,apr,25,1340,17,1,success,-1,no
1675,unknown,married,tertiary,23,27156.39,yes,yes,yes,unknown,sep,8,728,13,10,success,-1,yes
1676,technician,single,unknown,25,46049.99,no,no,yes,unknown,jun,5,1763,18,8,other,-1,no
1677,retired,married,primary,76,17131.46,yes,yes,yes,unknown,mar,1,216,17,6,other,285,no
1678,admin.,divorced,secondary,69,48097.36,no,no,no,unknown,apr,24,829,1,7,unknown,-1,no
1679,self-employed,married,secondary,25,36678.01,no,yes,no,cellular,jul,14,226,15,5,other,-1,yes
1680,unemployed,married,unknown,40,29047.29,yes,yes,yes,unknown,sep,1,701,8,3,other,-1,yes
1681,unemployed,married,primary,91,11976.59,no,no,no,telephone,sep,18,1181,9,3,success,-1,no
1682,unknown,single,tertiary,20,23310.1,no,no,yes,cellular,nov,23,1556,5,0,unknown,84,no
1683,technician,single,unknown,29,46414.06,no,yes,yes,unknown,oct,24,1694,13,10,unknown,154,no
1684,unknown,divorced,primary,69,35335.55,yes,yes,yes,cellular,nov,12,1580,15,1,unknown,389,yes
1685,entrepreneur,divorced,unknown,91,47183.1,no,yes,yes,cellular,mar,25,356,16,4,failure,345,no
1686,entrepreneur,divorced,primary,70,30631.69,yes,no,no,unknown,jun,20,662,15,3,unknown,-1,no
1687,student,married,unknown,47,3868.16,yes,no,no,unknown,may,14,1879,6,2,success,-1,no
1688,unemployed,married,primary,37,34689.57,no,yes,no,telephone,oct,21,1679,14,0,failure,199,no
1689,retired,divorced,tertiary,59,29040.12,yes,no,yes,telephone,jan,7,1885,7,0,failure,146,no
1690,retired,single,secondary,57,4523.63,yes,no,yes,unknown,dec,15,1189,6,9,unknown,104,no
1691,self-employed,single,secondary,46,15059.07,no,no,no,telephone,aug,2,1780,12,7,other,-1,no
1692,entrepreneur,single,unknown,44,35064.76,yes,no,no,telephone,nov,7,920,8,3,success,13,no
1693,unknown,divorced,primary,58,2140.36,yes,no,yes,telephone,dec,24,1974,10,6,failure,136,no
1694,management,married,primary,70,30093.12,yes,no,no,telephone,sep,2,169,1,6,other,268,no
1695,admin.,divorced,primary,53,-877.47,yes,no,yes,telephone,may,17,1917,5,10,unknown,113,no
1696,management,divorced,primary,67,38308.81,yes,yes,yes,cellular,aug,17,190,13,2,other,-1,no
1697,technician,single,secondary,88,24213.24,yes,yes,no,telephone,jan,2,866,20,0,other,111,yes
1698,entrepreneur,single,tertiary,75,14958.94,no,yes,yes,cellular,jun,4,1663,9,1,other,-1,no
1699,management,divorced,tertiary,62,15710.89,yes,yes,yes,unknown,may,13,1510,18,5,success,380,no
1700,management,divorced,tertiary,61,-1382.94,yes,yes,yes,telephone,may,11,1945,6,0,failure,291,no
1701,services,married,primary,62,14413.69,yes,yes,yes,cellular,may,15,491,13,1,failure,68,no
1702,self-employed,single,tertiary,66,38025.03,no,yes,yes,telephone,aug,11,871,11,9,failure,-1,no
1703,student,divorced,unknown,95,38902.63,no,no,no,cellular,may,14,596,2,4,other,125,no
1704,entrepreneur,single,secondary,95,834.38,no,yes,yes,telephone,oct,28,254,19,4,failure,90,no
1705,management,single,primary,91,24932.4,no,yes,yes,unknown,apr,7,1400,5,0,unknown,49,yes
1706,entrepreneur,single,primary,82,14935.55,no,no,yes,unknown,oct,20,700,8,4,other,105,no
1707,admin.,single,secondary,25,16570.23,no,yes,yes,telephone,jan,23,903,1,3,failure,24,no
1708,student,single,primary,44,-1795.33,yes,yes,no,telephone,feb,14,982,11,9,unknown,356,no
1709,student,married,secondary,44,49906.97,no,yes,no,unknown,mar,28,192,20,10,failure,-1,no
1710,blue-collar,married,unknown,88,3984.54,no,yes,no,telephone,oct,12,1143,17,2,other,30,no
1711,entrepreneur,divorced,tertiary,18,13615.89,yes,yes,no,cellular,dec,24,381,9,9,unknown,387,no
1712,student,divorced,tertiary,69,5641.48,yes,yes,no,telephone,sep,8,971,19,10,unknown,304,no
1713,unemployed,single,tertiary,40,29445.29,no,yes,no,telephone,may,22,351,11,6,success,-1,no
1714,services,married,unknown,82,8566.31,yes,no,no,cellular,mar,3,1258,3,0,failure,277,no
1715,unemployed,married,unknown,63,42370.28,yes,no,no,telephone,may,26,632,5,6,unknown,356,no
1716,services,single,primary,43,48448.33,yes,no,yes,cellular,oct,26,365,11,5,success,132,no
1717,services,divorced,primary,37,13290.07,yes,yes,no,telephone,oct,22,482,6,4,unknown,147,no
1718,retired,divorced,primary,71,31199.46,yes,no,no,unknown,jun,8,94,19,4,failure,40,no
1719,self-employed,single,tertiary,48,15846.29,no,no,yes,unknown,jul,1,1496,13,10,other,-1,no
1720,student,single,unknown,37,25101.43,yes,no,yes,cellular,apr,18,1258,3,2,success,238,no
1721,management,married,primary,64,18179.92,yes,no,no,cellular,aug,16,1203,14,0,success,26,no
1722,management,divorced,tertiary,65,49571.3,yes,no,yes,cellular,oct,2,1928,18,0,unknown,-1,yes
1723,student,single,primary,29,2930.03,yes,yes,no,telephone,nov,13,426,4,6,success,372,no
1724,blue-collar,single,primary,22,30576.25,yes,no,no,cellular,jan,13,1948,16,0,unknown,173,no
1725,entrepreneur,single,secondary,59,40604.36,no,no,yes,telephone,mar,4,211,15,1,success,319,no
1726,retired,single,unknown,81,11480.42,yes,no,no,telephone,mar,9,959,2,8,failure,-1,no
1727,services,married,unknown,46,8505.94,yes,yes,no,cellular,dec,14,1957,10,7,other,-1,no
1728,management,married,unknown,73,19007.63,no,yes,yes,telephone,aug,8,559,16,4,success,-1,no
1729,student,divorced,tertiary,19,-1894.47,no,no,no,telephone,may,3,1506,20,3,unknown,-1,no
1730,blue-collar,single,unknown,55,46990.74,no,yes,yes,cellular,mar,14,154,7,5,success,14,no
1731,self-employed,single,secondary,63,45492.56,no,yes,yes,unknown,jan,8,528,13,3,success,-1,no
1732,self-employed,divorced,unknown,51,19980.62,no,yes,no,cellular,oct,23,1707,13,7,success,-1,no
1733,services,married,primary,51,8615.91,yes,yes,yes,telephone,jan,14,249,16,7,unknown,228,no
1734,retired,divorced,unknown,92,44527.95,yes,yes,yes,telephone,nov,1,1160,8,3,success,59,no
1735,housemaid,married,secondary,22,28393.53,yes,yes,no,unknown,apr,17,1319,14,10,failure,-1,no
1736,self-employed,married,tertiary,73,25754.5,yes,yes,yes,telephone,mar,13,1238,4,1,other,-1,no
1737,admin.,married,tertiary,90,5070.68,no,no,no,cellular,sep,19,1409,14,0,failure,1,no
1738,management,married,secondary,63,12702.08,yes,no,yes,cellular,may,9,1647,18,10,failure,-1,no
1739,blue-collar,divorced,tertiary,89,7020.44,no,no,no,telephone,jan,24,1398,13,10,unknown,190,no
1740,self-employed,single,tertiary,90,40140.51,yes,no,no,unknown,dec,20,1800,16,5,other,241,no
1741,student,married,tertiary,29,27062.01,no,yes,no,telephone,jul,23,1056,8,7,unknown,-1,no
1742,technician,divorced,unknown,89,1254.86,yes,yes,yes,unknown,may,22,1775,13,9,other,-1,no
1743,self-employed,single,primary,23,11483.34,yes,yes,no,cellular,sep,3,1615,16,1,other,167,yes
1744,housemaid,divorced,unknown,45,25124.73,no,yes,yes,cellular,apr,3,1619,18,6,unknown,-1,no
1745,unemployed,single,tertiary,33,20745.47,no,yes,yes,telephone,jun,1,1180,10,5,failure,260,yes
1746,retired,married,unknown,93,-1700.6,no,no,no,telephone,aug,16,1505,20,3,failure,230,no
1747,entrepreneur,married,unknown,27,3087.13,no,yes,no,unknown,apr,21,59,13,3,failure,223,no
1748,self-employed,married,unknown,83,18826.99,yes,yes,yes,telephone,may,23,1142,14,0,success,306,no
1749,management,single,primary,74,714.3,yes,no,no,cellular,jul,28,1622,13,6,success,-1,no
1750,unemployed,married,tertiary,91,-1194.5,no,no,no,telephone,may,13,1006,19,9,success,5,no
1751,unknown,single,unknown,28,-99.86,no,no,yes,telephone,apr,28,205,5,9,unknown,29,no
1752,technician,single,tertiary,57,19350.71,yes,no,no,unknown,oct,23,677,18,5,other,-1,no
1753,management,married,secondary,40,21085.26,yes,yes,no,unknown,oct,23,239,15,2,success,-1,no
1754,self-employed,divorced,tertiary,50,43465.49,yes,no,no,unknown,nov,3,1577,8,4,failure,244,no
1755,self-employed,single,unknown,50,49253.88,no,no,yes,telephone,nov,16,1455,3,5,failure,-1,no
1756,technician,single,tertiary,85,23734.54,yes,no,no,cellular,may,26,1770,15,5,failure,-1,no
1757,unemployed,single,unknown,32,12729.73,no,no,no,cellular,mar,8,1923,19,0,failure,227,no
1758,management,married,unknown,67,-1768.31,yes,yes,yes,cellular,aug,26,1441,20,1,other,187,no
1759,self-employed,married,secondary,81,25349.72,no,no,yes,unknown,oct,7,382,15,9,unknown,-1,no
1760,management,married,tertiary,41,39552.12,no,yes,yes,telephone,feb,14,1817,4,6,success,30,no
1761,blue-collar,divorced,primary,25,10465.64,no,yes,no,cellular,jan,25,777,19,8,unknown,-1,no
1762,management,married,tertiary,49,20213.47,no,no,yes,telephone,jan,1,959,15,9,failure,336,no
1763,retired,divorced,tertiary,55,11196.8,yes,no,no,cellular,oct,10,1745,9,8,success,290,no
1764,student,married,secondary,43,1743.89,no,yes,no,unknown,feb,5,295,3,2,other,-1,no
1765,management,divorced,secondary,44,25721.96,no,yes,no,cellular,nov,24,1800,9,4,success,281,no
1766,entrepreneur,single,secondary,46,35205.1,no,no,yes,cellular,mar,21,281,17,5,success,218,no
1767,technician,divorced,tertiary,76,23054.28,yes,yes,no,cellular,dec,7,440,9,0,unknown,-1,yes
1768,management,married,primary,79,21810.07,no,no,no,unknown,jul,4,1440,5,1,success,234,no
1769,retired,divorced,secondary,43,10177.56,no,no,yes,telephone,jan,6,180,1,10,failure,141,yes
1770,technician,married,primary,46,41586.76,yes,no,no,telephone,feb,4,1487,8,3,success,-1,no
1771,unknown,married,unknown,28,34801.46,no,yes,no,telephone,jun,15,1491,10,2,success,-1,no
1772,unknown,single,unknown,82,4273.96,yes,yes,yes,telephone,feb,23,1175,12,5,other,271,no
1773,blue-collar,single,tertiary,58,37779.52,yes,yes,yes,unknown,may,8,890,14,2,success,-1,no
1774,self-employed,divorced,secondary,35,11090.99,no,no,yes,unknown,sep,17,494,2,4,failure,-1,no
1775,admin.,divorced,primary,50,14820.9,no,yes,yes,telephone,nov,18,635,11,6,unknown,-1,no
1776,unknown,divorced,unknown,90,19319.12,no,no,no,unknown,dec,2,852,11,7,failure,311,no
1777,management,single,unknown,54,39852.04,yes,no,yes,unknown,dec,28,1856,6,4,failure,-1,no
1778,management,divorced,tertiary,44,18628.37,no,no,no,cellular,apr,1,7,4,4,other,86,yes
1779,entrepreneur,married,tertiary,92,9870.67,yes,no,yes,telephone,jul,12,1128,18,9,success,324,no
1780,self-employed,single,unknown,32,-1889.8,no,yes,no,unknown,aug,3,1769,9,0,success,-1,no
1781,blue-collar,married,unknown,42,17799.34,yes,yes,yes,cellular,apr,24,1259,8,6,failure,344,no
1782,blue-collar,divorced,secondary,81,22362.29,yes,yes,yes,cellular,dec,25,1486,14,4,success,-1,no
1783,technician,divorced,primary,43,21467.76,no,no,yes,cellular,feb,24,5,16,2,other,346,yes
1784,self-employed,single,unknown,47,28894.34,yes,no,no,unknown,feb,7,1658,2,2,success,211,no
1785,blue-collar,single,primary,54,29839.7,yes,no,yes,cellular,jun,14,1356,4,6,unknown,400,no
1786,housemaid,married,tertiary,53,34256.77,yes,no,no,unknown,sep,1,1386,4,4,other,-1,no
1787,management,single,secondary,63,43694.75,no,yes,no,telephone,jan,12,1395,8,5,unknown,-1,no
1788,housemaid,divorced,tertiary,31,38132.64,yes,yes,no,unknown,aug,27,1539,3,5,failure,111,no
1789,admin.,married,secondary,87,26256.46,yes,no,no,cellular,feb,14,1522,20,7,unknown,240,no
1790,unknown,divorced,unknown,53,44511.92,yes,yes,yes,telephone,oct,1,415,10,2,success,58,no
1791,self-employed,married,unknown,83,12094.53,no,yes,no,telephone,aug,23,987,7,5,other,260,no
1792,unknown,divorced,unknown,47,32458.09,yes,yes,yes,cellular,feb,4,1202,7,4,success,61,yes
1793,student,single,tertiary,83,2584.0,yes,no,yes,cellular,jul,7,1651,13,10,unknown,309,no
1794,unknown,divorced,secondary,69,45711.7,no,yes,yes,cellular,oct,1,1198,15,2,other,-1,no
1795,self-employed,married,unknown,84,11928.76,no,no,yes,telephone,mar,21,1269,2,9,failure,340,no
1796,entrepreneur,married,primary,56,42189.96,no,yes,no,unknown,dec,11,1878,20,5,success,-1,no
1797,self-employed,divorced,secondary,95,23710.57,no,yes,no,cellular,apr,2,910,20,4,other,102,no
1798,admin.,divorced,secondary,84,30222.01,no,no,yes,telephone,sep,2,526,4,3,other,192,no
1799,self-employed,married,secondary,48,-71.1,yes,no,yes,telephone,apr,27,1055,14,10,success,300,no
1800,unemployed,divorced,unknown,22,29904.57,no,no,yes,cellular,nov,21,1622,19,6,success,67,yes
