risk_profile_id,customer_id,institution_id,product_type,risk_pattern,base_risk_score,total_exposure,relationship_length_months,products_held,repayment_history_score,recent_transaction_volatility,collateral_quality_score,liquidity_ratio,projected_cash_flow_rating,primary_risk_factors,risk_factor_weights
251,CUST-C0197,INST-003,Personal Loan,Improving,0.4378,5772.33,66,4,9,0.8735,0.7302,1.236,0.7235,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
252,CUST-C0007,INST-017,Credit Card,Volatile,0.6527,4642945.21,15,2,7,0.1727,0.331,0.682,0.7437,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
253,CUST-C0060,INST-020,Line of Credit,Improving,0.2647,5084.13,38,4,5,0.2461,0.019,1.6767,0.625,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
254,CUST-C0126,INST-003,Credit Card,Stable,0.6643,23291.65,36,4,3,0.5129,0.6668,1.1787,0.0385,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
255,CUST-C0099,INST-018,Mortgage,Improving,0.4604,7607.76,117,3,5,0.577,0.8835,1.8159,0.5093,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
256,CUST-C0058,INST-008,Line of Credit,Improving,0.3683,156820.37,13,2,3,0.93,0.9273,0.6334,0.9357,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
257,CUST-C0106,INST-004,Personal Loan,Stable,0.8555,146486.72,29,4,7,0.4705,0.4557,0.0064,0.1022,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
258,CUST-C0118,INST-018,Line of Credit,Deteriorating,0.2848,898778.77,95,3,9,0.0153,0.8286,1.4031,0.0413,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
259,CUST-C0238,INST-016,Personal Loan,Stable,0.353,937894.38,75,4,5,0.0521,0.9857,0.9109,0.3754,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
260,CUST-C0069,INST-020,Mortgage,Volatile,0.6322,4813071.57,87,5,8,0.3257,0.4408,1.9759,0.6957,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
261,CUST-C0187,INST-002,Credit Card,Deteriorating,0.6916,145999.68,32,5,4,0.18,0.039,1.1027,0.288,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
262,CUST-C0195,INST-019,Personal Loan,Stable,0.7703,576896.62,59,1,5,0.5467,0.8474,1.2306,0.0342,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
263,CUST-C0233,INST-010,Personal Loan,Stable,0.3771,9226.66,75,4,9,0.0667,0.7791,0.7304,0.6459,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
264,CUST-C0027,INST-001,Personal Loan,Volatile,0.5753,2564810.5,13,4,5,0.1018,0.6719,0.1485,0.4394,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
265,CUST-C0155,INST-004,Credit Card,Improving,0.8891,259179.37,30,1,1,0.4073,0.498,0.1678,0.7333,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
266,CUST-C0222,INST-017,Mortgage,Stable,0.3412,1622.12,103,3,10,0.9429,0.3664,0.0782,0.741,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
267,CUST-C0171,INST-019,Line of Credit,Stable,0.4411,55807.45,57,1,6,0.2897,0.9816,1.7733,0.4765,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
268,CUST-C0122,INST-003,Personal Loan,Deteriorating,0.0179,80295.73,119,5,3,0.9335,0.3599,1.5542,0.9097,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
269,CUST-C0215,INST-010,Business Loan,Volatile,0.7667,345302.35,69,1,4,0.0839,0.0371,1.5438,0.9289,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
270,CUST-C0084,INST-017,Mortgage,Stable,0.1429,3379150.89,64,3,3,0.5547,0.7134,1.4069,0.4983,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
271,CUST-C0218,INST-008,Line of Credit,Deteriorating,0.7796,62657.17,117,2,3,0.2731,0.1438,0.652,0.5427,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
272,CUST-C0079,INST-003,Business Loan,Deteriorating,0.1083,4904291.45,2,5,2,0.3662,0.4808,0.7106,0.1582,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
273,CUST-C0138,INST-018,Business Loan,Deteriorating,0.9282,4171713.59,23,5,1,0.7071,0.9573,1.7098,0.1425,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
274,CUST-C0215,INST-003,Line of Credit,Deteriorating,0.4118,6906.0,112,2,5,0.3541,0.0487,0.761,0.5493,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
275,CUST-C0009,INST-004,Credit Card,Stable,0.4262,93863.9,13,5,8,0.0981,0.7611,1.7562,0.9097,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
276,CUST-C0010,INST-015,Credit Card,Improving,0.3879,131729.23,117,4,3,0.6953,0.1741,0.9314,0.5157,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
277,CUST-C0245,INST-015,Credit Card,Deteriorating,0.6186,6009.8,110,3,6,0.9216,0.0233,1.3657,0.8291,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
278,CUST-C0175,INST-017,Business Loan,Volatile,0.7032,74749.06,34,2,1,0.9763,0.3829,0.4262,0.7219,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
279,CUST-C0164,INST-020,Mortgage,Volatile,0.5236,68106.3,85,3,10,0.2077,0.6803,1.4009,0.4958,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
280,CUST-C0008,INST-004,Mortgage,Deteriorating,0.1629,547118.77,117,1,7,0.9076,0.781,1.1038,0.6862,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
281,CUST-C0245,INST-006,Line of Credit,Improving,0.8505,557070.65,90,3,10,0.937,0.3736,0.3314,0.1201,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
282,CUST-C0028,INST-006,Line of Credit,Deteriorating,0.1103,473435.37,38,1,5,0.0259,0.1879,0.0744,0.7627,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
283,CUST-C0126,INST-013,Mortgage,Volatile,0.0951,3078537.19,68,3,2,0.7532,0.6804,1.2346,0.5802,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
284,CUST-C0004,INST-018,Credit Card,Volatile,0.5333,244274.79,78,5,9,0.9862,0.9367,0.9601,0.5317,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
285,CUST-C0205,INST-001,Business Loan,Volatile,0.1311,1324115.93,1,1,1,0.8737,0.5191,1.6457,0.4248,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
286,CUST-C0244,INST-016,Line of Credit,Deteriorating,0.2108,30628.71,100,5,9,0.561,0.4862,1.4854,0.8228,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
287,CUST-C0185,INST-001,Line of Credit,Improving,0.6539,1661612.31,36,1,4,0.7295,0.5419,1.5505,0.2313,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
288,CUST-C0033,INST-009,Mortgage,Improving,0.3607,3760.68,79,5,4,0.7049,0.2794,0.2522,0.0217,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
289,CUST-C0210,INST-006,Personal Loan,Stable,0.9272,65955.23,98,3,5,0.5982,0.6167,1.1541,0.3795,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
290,CUST-C0199,INST-016,Credit Card,Improving,0.7864,54091.24,3,1,4,0.6976,0.0345,1.9319,0.5242,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
291,CUST-C0183,INST-011,Business Loan,Improving,0.2652,2561762.67,42,5,3,0.4332,0.8003,1.8569,0.9979,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
292,CUST-C0191,INST-017,Business Loan,Volatile,0.5581,724813.15,72,5,7,0.8495,0.1793,0.7926,0.7056,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
293,CUST-C0072,INST-020,Business Loan,Volatile,0.5566,121881.04,67,5,6,0.5638,0.1149,1.1115,0.083,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
294,CUST-C0186,INST-002,Personal Loan,Stable,0.3201,7502.59,94,5,7,0.5959,0.1702,1.8809,0.3011,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
295,CUST-C0239,INST-011,Personal Loan,Stable,0.5587,620446.05,42,3,5,0.5069,0.8274,0.4532,0.7149,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
296,CUST-C0057,INST-005,Credit Card,Stable,0.4213,30502.85,49,4,1,0.2498,0.0478,1.7193,0.5348,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
297,CUST-C0048,INST-017,Personal Loan,Improving,0.9653,329197.94,54,1,8,0.1304,0.9285,0.1995,0.654,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
298,CUST-C0242,INST-009,Business Loan,Improving,0.0319,451007.08,112,5,4,0.8346,0.7111,0.5985,0.5113,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
299,CUST-C0195,INST-008,Credit Card,Stable,0.065,3091147.74,2,1,5,0.0647,0.904,1.1375,0.7115,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
300,CUST-C0146,INST-005,Credit Card,Stable,0.3901,191391.72,35,4,4,0.2317,0.057,1.1317,0.5282,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
301,CUST-C0163,INST-001,Line of Credit,Volatile,0.0312,4526.21,66,1,5,0.9069,0.5673,1.7219,0.2589,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
302,CUST-C0150,INST-007,Line of Credit,Deteriorating,0.0082,1269688.29,31,4,7,0.1931,0.3623,0.9655,0.0352,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
303,CUST-C0169,INST-019,Line of Credit,Deteriorating,0.3837,320561.55,56,5,1,0.4918,0.7435,0.6992,0.0239,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
304,CUST-C0235,INST-020,Personal Loan,Improving,0.6514,471690.04,70,5,1,0.6753,0.52,1.2645,0.6247,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
305,CUST-C0242,INST-005,Personal Loan,Stable,0.8865,79496.28,34,1,2,0.5753,0.8217,0.9805,0.7363,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
306,CUST-C0206,INST-005,Credit Card,Deteriorating,0.3643,791233.61,27,5,4,0.0357,0.6406,1.8299,0.6676,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
307,CUST-C0076,INST-010,Credit Card,Stable,0.6926,4671.25,11,4,3,0.695,0.9128,0.3949,0.2934,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
308,CUST-C0213,INST-018,Credit Card,Improving,0.486,1857696.83,47,1,10,0.9818,0.5215,0.8862,0.8966,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
309,CUST-C0023,INST-003,Mortgage,Deteriorating,0.6026,65728.3,32,3,2,0.5538,0.1693,1.6582,0.1587,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
310,CUST-C0147,INST-006,Line of Credit,Deteriorating,0.0046,248338.01,50,5,9,0.3025,0.7681,1.5134,0.7294,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
311,CUST-C0077,INST-008,Business Loan,Volatile,0.2343,6630.39,53,1,2,0.1495,0.848,1.2509,0.9986,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
312,CUST-C0136,INST-006,Mortgage,Deteriorating,0.1417,10384.6,94,3,5,0.2611,0.7035,0.8747,0.3384,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
313,CUST-C0088,INST-015,Mortgage,Improving,0.8746,316915.98,16,3,7,0.9396,0.0449,0.0399,0.2481,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
314,CUST-C0241,INST-002,Credit Card,Deteriorating,0.2416,9414.56,31,3,7,0.4106,0.9774,1.488,0.238,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
315,CUST-C0215,INST-007,Personal Loan,Improving,0.4584,8875.94,39,1,4,0.5365,0.3312,0.5073,0.3407,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
316,CUST-C0028,INST-002,Personal Loan,Stable,0.1669,130686.02,70,3,7,0.9475,0.6705,0.6088,0.6154,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
317,CUST-C0036,INST-009,Personal Loan,Stable,0.7889,5772.5,75,1,2,0.3141,0.4747,1.8661,0.2086,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
318,CUST-C0166,INST-014,Mortgage,Improving,0.4139,97650.85,52,4,8,0.7475,0.9582,0.2403,0.2697,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
319,CUST-C0142,INST-011,Line of Credit,Stable,0.2982,306912.97,51,4,6,0.3397,0.8821,0.2131,0.8139,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
320,CUST-C0161,INST-010,Mortgage,Stable,0.2555,354350.33,78,3,3,0.2508,0.3495,1.0236,0.9572,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
321,CUST-C0101,INST-008,Line of Credit,Improving,0.9209,220962.93,105,3,9,0.277,0.437,0.9158,0.7096,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
322,CUST-C0175,INST-012,Personal Loan,Volatile,0.1903,747182.92,109,4,9,0.2124,0.7787,0.9255,0.4971,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
323,CUST-C0100,INST-011,Line of Credit,Stable,0.1543,328014.33,86,3,5,0.9951,0.4306,0.348,0.3774,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
324,CUST-C0086,INST-016,Mortgage,Stable,0.3587,5026.42,87,2,3,0.9722,0.0758,1.2835,0.0373,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
325,CUST-C0183,INST-014,Line of Credit,Improving,0.1002,5959.99,47,5,6,0.7043,0.8944,1.2187,0.5996,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
326,CUST-C0007,INST-016,Mortgage,Stable,0.1236,861920.18,107,1,6,0.5388,0.5258,0.9247,0.665,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
327,CUST-C0018,INST-011,Credit Card,Volatile,0.1387,4295.71,86,5,7,0.4536,0.557,0.476,0.9742,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
328,CUST-C0113,INST-002,Business Loan,Volatile,0.0273,4637463.12,24,5,3,0.5508,0.7643,1.8513,0.6593,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
329,CUST-C0151,INST-011,Mortgage,Volatile,0.9207,791930.41,13,3,3,0.7852,0.5145,1.4316,0.736,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
330,CUST-C0145,INST-015,Personal Loan,Improving,0.7779,644225.09,100,3,4,0.8715,0.73,0.3783,0.9771,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
331,CUST-C0088,INST-002,Credit Card,Improving,0.2593,213807.11,45,5,8,0.5403,0.8261,0.2922,0.4931,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
332,CUST-C0090,INST-019,Credit Card,Volatile,0.3397,2507.99,55,1,10,0.9854,0.6381,0.1043,0.4914,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
333,CUST-C0057,INST-020,Credit Card,Volatile,0.0088,144870.73,74,5,8,0.2952,0.7832,1.5492,0.9763,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
334,CUST-C0148,INST-007,Mortgage,Deteriorating,0.24,256126.19,53,3,6,0.4446,0.8413,1.1231,0.747,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
335,CUST-C0211,INST-013,Business Loan,Volatile,0.642,828716.13,6,3,8,0.3754,0.2303,0.0238,0.7947,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
336,CUST-C0083,INST-001,Personal Loan,Improving,0.5521,7935.45,105,2,5,0.6669,0.7384,1.1211,0.9444,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
337,CUST-C0141,INST-018,Business Loan,Deteriorating,0.8872,988202.18,42,2,10,0.3349,0.9704,0.6743,0.4663,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
338,CUST-C0207,INST-015,Personal Loan,Deteriorating,0.4021,2087.77,28,5,8,0.5499,0.1663,1.0412,0.1881,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
339,CUST-C0121,INST-014,Line of Credit,Improving,0.5588,2489228.03,45,1,4,0.5997,0.7307,1.8266,0.126,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
340,CUST-C0078,INST-005,Line of Credit,Deteriorating,0.0217,126739.4,26,5,5,0.3467,0.2387,1.3223,0.4685,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
341,CUST-C0010,INST-020,Personal Loan,Improving,0.7674,415968.6,52,4,3,0.6665,0.4335,0.9948,0.6314,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
342,CUST-C0185,INST-017,Personal Loan,Improving,0.2403,7312.74,77,1,9,0.699,0.764,1.2344,0.2522,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
343,CUST-C0221,INST-005,Personal Loan,Stable,0.3859,6165.23,102,2,6,0.3236,0.7519,1.4107,0.4604,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
344,CUST-C0237,INST-005,Mortgage,Deteriorating,0.2594,1079293.31,62,4,8,0.4143,0.9015,0.27,0.0391,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
345,CUST-C0211,INST-018,Business Loan,Deteriorating,0.8135,9393.63,24,4,3,0.1191,0.5806,1.8105,0.6792,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
346,CUST-C0050,INST-001,Personal Loan,Stable,0.3755,8225.27,77,5,10,0.6481,0.1388,0.5121,0.5021,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
347,CUST-C0010,INST-014,Business Loan,Stable,0.5797,570576.42,75,5,2,0.4013,0.8383,0.5789,0.5236,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
348,CUST-C0104,INST-011,Personal Loan,Deteriorating,0.6816,835205.9,116,2,6,0.5875,0.2489,0.636,0.8922,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
349,CUST-C0035,INST-003,Line of Credit,Deteriorating,0.4753,269641.06,37,3,9,0.2055,0.3367,1.0353,0.0564,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
350,CUST-C0174,INST-020,Credit Card,Volatile,0.3363,7738.96,78,4,8,0.8587,0.9241,0.8333,0.1176,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
351,CUST-C0187,INST-004,Personal Loan,Improving,0.7549,522502.76,106,1,7,0.6454,0.3119,1.56,0.9989,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
352,CUST-C0061,INST-001,Business Loan,Deteriorating,0.4842,6932.4,113,2,6,0.9853,0.1036,0.636,0.0549,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
353,CUST-C0018,INST-013,Credit Card,Deteriorating,0.8582,390322.75,52,2,3,0.7239,0.3832,1.5989,0.4097,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
354,CUST-C0231,INST-011,Personal Loan,Deteriorating,0.7273,1909143.05,69,3,4,0.3566,0.6472,1.1439,0.0336,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
355,CUST-C0145,INST-020,Credit Card,Deteriorating,0.4224,88998.12,30,5,4,0.6866,0.2798,1.6154,0.721,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
356,CUST-C0148,INST-004,Credit Card,Volatile,0.5069,51918.42,61,5,8,0.4998,0.5269,1.8202,0.3029,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
357,CUST-C0064,INST-008,Personal Loan,Improving,0.0829,694039.26,34,1,2,0.4083,0.2013,0.4349,0.7936,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
358,CUST-C0169,INST-001,Line of Credit,Stable,0.545,33188.47,112,1,6,0.4924,0.5368,0.2081,0.2621,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
359,CUST-C0009,INST-019,Personal Loan,Stable,0.2208,81354.47,26,1,2,0.7781,0.8446,1.611,0.0428,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
360,CUST-C0004,INST-019,Business Loan,Stable,0.4081,341652.54,108,4,2,0.6725,0.2954,1.4091,0.6122,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
361,CUST-C0013,INST-006,Business Loan,Deteriorating,0.9405,8196.58,89,3,2,0.2885,0.0572,0.7441,0.9208,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
362,CUST-C0100,INST-014,Line of Credit,Volatile,0.4132,979114.49,15,1,8,0.0094,0.0704,0.2245,0.3715,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
363,CUST-C0179,INST-012,Business Loan,Volatile,0.546,2555.78,41,3,6,0.4955,0.5177,1.2186,0.1814,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
364,CUST-C0208,INST-003,Line of Credit,Improving,0.0612,7205.16,7,1,10,0.4093,0.2669,0.3193,0.8307,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
365,CUST-C0181,INST-013,Credit Card,Improving,0.3342,1242944.28,50,2,2,0.0222,0.5794,1.0583,0.4781,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
366,CUST-C0170,INST-006,Personal Loan,Deteriorating,0.344,10423.99,70,4,9,0.0793,0.3979,0.2956,0.9336,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
367,CUST-C0236,INST-005,Mortgage,Volatile,0.4004,100739.39,91,5,1,0.18,0.1205,1.4734,0.045,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
368,CUST-C0171,INST-010,Personal Loan,Volatile,0.1575,758440.67,104,5,3,0.0331,0.9669,0.604,0.897,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
369,CUST-C0064,INST-019,Business Loan,Improving,0.9343,5474.68,110,3,1,0.1938,0.196,0.5599,0.4885,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
370,CUST-C0159,INST-019,Mortgage,Volatile,0.4576,1754.42,17,2,9,0.3721,0.7354,0.4607,0.1309,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
371,CUST-C0032,INST-013,Personal Loan,Stable,0.023,746356.98,21,1,2,0.4346,0.9128,0.5585,0.7194,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
372,CUST-C0218,INST-011,Credit Card,Deteriorating,0.3562,9721.66,61,2,3,0.1143,0.3796,0.5347,0.2197,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
373,CUST-C0126,INST-016,Personal Loan,Volatile,0.3658,1204.88,107,4,7,0.9289,0.4722,1.7432,0.136,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
374,CUST-C0246,INST-015,Mortgage,Improving,0.1362,8070.13,13,5,10,0.1348,0.3237,0.1339,0.4692,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
375,CUST-C0060,INST-007,Line of Credit,Deteriorating,0.1935,905299.9,66,1,8,0.8776,0.1616,1.4453,0.8888,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
