performance_id,customer_id,institution_id,product_type,avg_risk_score,risk_score_volatility,risk_trend,risk_trend_percentage,avg_fraud_probability,anomaly_percentage,risk_assessment_accuracy,approval_percentage,most_common_recommendation,avg_monthly_transaction_volume,total_transaction_volume,transaction_volatility,total_exposure,risk_adjusted_return,customer_value_score,customer_value_category,optimization_opportunity,optimization_priority
259,CUST-C0238,INST-016,Personal Loan,0.8361,0.1048,Worsening,8.0254,0.0867,9.6044,89.262,65.5645,Deny,49600.06,309722.14,0.8262,937894.38,0.1203,106,Bronze,Upsell,High
260,CUST-C0069,INST-020,Mortgage,0.883,0.2533,Improving,-8.7368,0.0588,5.3604,71.9492,43.7463,Approve,15375.22,437660.84,0.9139,4813071.57,0.0597,160,Bronze,Upsell,High
261,CUST-C0187,INST-002,Credit Card,0.1552,0.0629,Improving,-7.0491,0.07,2.0124,73.8038,74.5949,Approve with Conditions,39328.93,11095.61,0.5273,145999.68,0.1463,141,Platinum,Upsell,High
262,CUST-C0195,INST-019,Personal Loan,0.4446,0.185,Worsening,6.6939,0.0959,8.1697,79.8979,52.3178,Deny,16015.55,286214.06,0.2858,576896.62,0.1984,85,Gold,Retention,Low
263,CUST-C0233,INST-010,Personal Loan,0.0251,0.1251,Improving,7.2473,0.1293,2.4927,85.976,93.8275,Deny,28554.28,15772.63,0.5681,9226.66,0.2485,120,Silver,Upsell,High
264,CUST-C0027,INST-001,Personal Loan,0.9736,0.1245,Worsening,9.5636,0.073,6.3386,79.1454,43.4718,Deny,25333.83,33806.42,0.9397,2564810.5,0.0196,160,Bronze,Retention,Medium
265,CUST-C0155,INST-004,Credit Card,0.14,0.2561,Worsening,-8.5958,0.1782,14.0965,92.6505,77.6147,Approve with Conditions,44419.99,468035.68,0.2988,259179.37,0.2176,67,Platinum,Cross-sell,High
266,CUST-C0222,INST-017,Mortgage,0.8427,0.1223,Worsening,1.7566,0.0072,0.9636,69.0874,50.2401,Approve,41195.01,100774.48,0.6539,1622.12,0.0555,40,Platinum,Cross-sell,Medium
267,CUST-C0171,INST-019,Line of Credit,0.9401,0.0655,Worsening,3.6787,0.1223,10.9633,97.0232,62.3037,Approve with Conditions,2423.4,70178.2,0.3245,55807.45,-0.0562,41,Platinum,Retention,High
268,CUST-C0122,INST-003,Personal Loan,0.3437,0.1351,Worsening,6.8317,0.1472,13.8478,77.1241,40.6312,Approve,5728.01,129189.86,0.0234,80295.73,0.1394,30,Platinum,Upsell,High
269,CUST-C0215,INST-010,Business Loan,0.9507,0.1875,Stable,0.2389,0.1598,5.6296,66.8609,64.3983,Approve,33205.06,175563.31,0.1773,345302.35,-0.0907,102,Gold,Upsell,Medium
270,CUST-C0084,INST-017,Mortgage,0.9116,0.1129,Worsening,-6.8151,0.1875,11.5115,61.7042,60.0356,Approve with Conditions,18402.26,179963.1,0.5316,3379150.89,0.0619,41,Silver,Cross-sell,High
271,CUST-C0218,INST-008,Line of Credit,0.3843,0.0348,Improving,4.5406,0.1539,12.3868,77.382,96.7995,Deny,7965.57,368744.58,0.1097,62657.17,0.0835,121,Gold,None,Medium
272,CUST-C0079,INST-003,Business Loan,0.9357,0.1302,Improving,-3.5954,0.1141,7.2593,88.3489,52.0244,Deny,40405.74,328742.15,0.5089,4904291.45,-0.0458,103,Silver,Cross-sell,Low
273,CUST-C0138,INST-018,Business Loan,0.8784,0.2838,Improving,7.0207,0.029,7.5823,82.6338,73.6708,Approve with Conditions,47576.67,371388.73,0.2313,4171713.59,0.247,45,Bronze,None,Low
274,CUST-C0215,INST-003,Line of Credit,0.4155,0.2185,Stable,-4.2165,0.1886,2.1334,97.8616,47.5765,Approve,26015.91,10184.73,0.0055,6906.0,0.1199,109,Gold,Cross-sell,High
275,CUST-C0009,INST-004,Credit Card,0.7646,0.0297,Improving,0.9094,0.1955,9.9871,77.5062,60.9428,Approve,14202.96,106528.49,0.9804,93863.9,0.2268,39,Bronze,Retention,High
276,CUST-C0010,INST-015,Credit Card,0.2369,0.0557,Worsening,-8.1181,0.0005,2.9924,68.0178,58.5011,Approve,32567.72,273400.53,0.8922,131729.23,-0.0893,134,Gold,Cross-sell,High
277,CUST-C0245,INST-015,Credit Card,0.9251,0.173,Stable,-0.8409,0.0523,0.0123,64.4828,87.6675,Approve,5895.42,448503.01,0.9474,6009.8,0.2603,121,Gold,Upsell,Medium
278,CUST-C0175,INST-017,Business Loan,0.4434,0.0567,Worsening,7.1119,0.1429,14.0207,86.7397,43.5459,Approve with Conditions,28587.37,422297.35,0.3444,74749.06,-0.0358,117,Silver,Retention,Low
279,CUST-C0164,INST-020,Mortgage,0.3639,0.1854,Worsening,-9.0801,0.0468,2.784,60.8812,65.9989,Approve,35712.06,348936.1,0.5016,68106.3,0.0548,66,Bronze,Retention,High
280,CUST-C0008,INST-004,Mortgage,0.1032,0.2338,Stable,5.4231,0.0398,8.0847,92.8629,61.6139,Approve with Conditions,14246.06,109089.83,0.2001,547118.77,-0.0602,91,Bronze,Retention,Medium
281,CUST-C0245,INST-006,Line of Credit,0.4879,0.1823,Stable,-2.2692,0.1333,13.1345,93.5501,80.5607,Approve with Conditions,10782.91,161852.72,0.7171,557070.65,-0.0598,56,Silver,Upsell,Low
282,CUST-C0028,INST-006,Line of Credit,0.6812,0.1431,Stable,2.7904,0.0615,8.2491,66.2817,83.7323,Deny,17410.87,106304.13,0.9702,473435.37,0.2888,74,Bronze,None,Medium
283,CUST-C0126,INST-013,Mortgage,0.0324,0.206,Worsening,-5.7845,0.1461,14.3381,98.9681,52.046,Approve,16981.83,179163.67,0.1153,3078537.19,0.0605,92,Gold,Cross-sell,Low
284,CUST-C0004,INST-018,Credit Card,0.0488,0.1198,Stable,-4.3805,0.1101,12.1878,96.3852,66.2782,Approve,47863.62,260668.2,0.9583,244274.79,-0.0411,19,Platinum,Retention,High
285,CUST-C0205,INST-001,Business Loan,0.469,0.288,Stable,0.166,0.0918,10.0734,77.1077,56.8251,Approve,27870.36,332437.16,0.7227,1324115.93,0.2449,151,Bronze,Retention,Medium
286,CUST-C0244,INST-016,Line of Credit,0.8694,0.2977,Stable,9.8056,0.0803,11.596,91.1937,59.2416,Deny,21103.85,121086.14,0.8389,30628.71,0.0726,85,Bronze,Cross-sell,Low
287,CUST-C0185,INST-001,Line of Credit,0.8887,0.1352,Worsening,-9.8523,0.1001,3.244,61.3581,50.9286,Approve,33918.65,328373.63,0.9864,1661612.31,0.1915,132,Gold,Retention,Medium
288,CUST-C0033,INST-009,Mortgage,0.0904,0.1272,Stable,3.2673,0.085,0.1847,79.529,94.7862,Approve,33154.63,34490.66,0.2452,3760.68,-0.0382,80,Bronze,None,Low
289,CUST-C0210,INST-006,Personal Loan,0.0217,0.1692,Stable,-9.4447,0.0176,0.4658,63.1718,96.6156,Approve,14572.18,29287.01,0.6308,65955.23,0.2906,131,Platinum,None,Medium
290,CUST-C0199,INST-016,Credit Card,0.2899,0.2691,Stable,-0.689,0.0939,11.3361,87.6552,40.9404,Approve with Conditions,1607.74,261136.74,0.7797,54091.24,0.1138,67,Bronze,Cross-sell,High
291,CUST-C0183,INST-011,Business Loan,0.1047,0.2117,Stable,2.2695,0.0714,9.8572,83.7505,69.6225,Approve,2172.84,410476.3,0.8925,2561762.67,0.2529,26,Platinum,Cross-sell,Medium
292,CUST-C0191,INST-017,Business Loan,0.5852,0.1929,Worsening,-9.4752,0.1513,1.8807,63.9177,76.4965,Approve with Conditions,44561.46,391031.81,0.9877,724813.15,0.2493,50,Gold,None,High
293,CUST-C0072,INST-020,Business Loan,0.1562,0.0344,Stable,0.4841,0.11,1.5294,85.704,43.8411,Deny,34205.95,254207.12,0.1796,121881.04,0.0967,89,Platinum,None,High
294,CUST-C0186,INST-002,Personal Loan,0.303,0.0543,Improving,-1.6048,0.1543,6.6741,92.8944,63.1765,Approve with Conditions,45723.2,260362.61,0.6131,7502.59,-0.0129,158,Silver,Cross-sell,Low
295,CUST-C0239,INST-011,Personal Loan,0.7275,0.2668,Improving,0.9899,0.072,9.0379,78.9737,47.3783,Approve,13204.75,464285.13,0.8797,620446.05,-0.0137,65,Silver,None,Low
296,CUST-C0057,INST-005,Credit Card,0.4438,0.202,Worsening,0.4655,0.0725,12.7528,82.2314,68.9653,Approve with Conditions,17833.54,197212.72,0.2856,30502.85,0.0426,147,Platinum,Cross-sell,High
297,CUST-C0048,INST-017,Personal Loan,0.684,0.1723,Worsening,-4.0417,0.075,11.5164,60.6546,59.7139,Deny,1098.02,191959.93,0.5075,329197.94,0.1362,39,Silver,Upsell,Low
298,CUST-C0242,INST-009,Business Loan,0.074,0.1487,Stable,2.9332,0.195,3.2026,91.8825,88.8232,Deny,4428.0,141278.21,0.7895,451007.08,0.0606,18,Gold,None,Low
299,CUST-C0195,INST-008,Credit Card,0.4178,0.2332,Stable,-0.2965,0.0073,9.3216,60.6495,64.8952,Deny,12787.43,195181.76,0.8792,3091147.74,0.0303,92,Platinum,Upsell,High
300,CUST-C0146,INST-005,Credit Card,0.4464,0.2734,Stable,5.287,0.1309,6.4197,90.0014,75.3804,Approve with Conditions,25802.21,456890.12,0.9355,191391.72,0.0601,121,Bronze,Upsell,Medium
301,CUST-C0163,INST-001,Line of Credit,0.042,0.2428,Improving,-0.9525,0.1171,4.5657,83.5435,84.2941,Approve,34223.58,447739.05,0.7513,4526.21,-0.0853,30,Gold,Cross-sell,Medium
302,CUST-C0150,INST-007,Line of Credit,0.7174,0.0495,Improving,-4.8282,0.0235,4.1806,70.0455,89.1296,Approve,15175.82,391878.06,0.5446,1269688.29,0.2867,145,Bronze,None,High
303,CUST-C0169,INST-019,Line of Credit,0.9012,0.2579,Worsening,-5.7841,0.0022,9.1909,93.0519,56.3061,Approve,9419.34,164390.38,0.8477,320561.55,-0.0827,97,Silver,Cross-sell,Medium
304,CUST-C0235,INST-020,Personal Loan,0.3068,0.1816,Improving,-3.6266,0.1227,2.8673,78.9047,85.1971,Approve with Conditions,11155.41,36565.14,0.1755,471690.04,0.1315,96,Silver,Retention,Low
305,CUST-C0242,INST-005,Personal Loan,0.4125,0.0637,Improving,-6.5048,0.177,1.1404,71.1356,59.2414,Approve,43326.99,48429.61,0.1285,79496.28,0.0288,46,Bronze,Retention,Low
306,CUST-C0206,INST-005,Credit Card,0.4926,0.1395,Worsening,-0.2173,0.0882,8.8019,88.056,74.8565,Deny,39381.76,418098.33,0.6495,791233.61,-0.0315,31,Platinum,Retention,High
307,CUST-C0076,INST-010,Credit Card,0.2161,0.1297,Worsening,-9.2147,0.1692,6.3621,86.2097,85.6386,Approve with Conditions,29021.75,56857.97,0.2313,4671.25,0.2186,97,Silver,Upsell,Medium
308,CUST-C0213,INST-018,Credit Card,0.178,0.2979,Stable,4.4067,0.0675,13.2067,84.4924,71.8165,Approve with Conditions,46118.42,473442.16,0.9939,1857696.83,0.1733,139,Gold,Upsell,Medium
309,CUST-C0023,INST-003,Mortgage,0.0088,0.2864,Stable,6.2842,0.0619,7.7121,65.2169,94.7672,Approve with Conditions,13767.06,402522.88,0.3719,65728.3,0.2753,161,Silver,Upsell,Medium
310,CUST-C0147,INST-006,Line of Credit,0.5856,0.1593,Stable,0.1152,0.1589,6.6918,84.0351,69.6708,Approve with Conditions,12703.31,425337.63,0.2702,248338.01,-0.0829,102,Platinum,None,Medium
311,CUST-C0077,INST-008,Business Loan,0.1627,0.0389,Worsening,-7.9799,0.1983,6.4863,80.98,73.8572,Deny,46440.01,398966.47,0.5834,6630.39,0.003,71,Bronze,Upsell,Low
312,CUST-C0136,INST-006,Mortgage,0.3031,0.1182,Stable,-2.801,0.1443,7.4534,60.1434,83.8478,Approve,9554.94,443001.56,0.8869,10384.6,0.0879,133,Silver,Retention,Medium
313,CUST-C0088,INST-015,Mortgage,0.717,0.0081,Improving,0.9885,0.1472,3.903,85.7965,80.9347,Deny,47632.16,174588.35,0.7332,316915.98,0.0341,96,Gold,Cross-sell,Medium
314,CUST-C0241,INST-002,Credit Card,0.8042,0.1374,Stable,-5.2378,0.1948,1.6612,61.3214,46.9007,Approve,7781.1,30450.11,0.2824,9414.56,0.2008,116,Silver,None,Medium
315,CUST-C0215,INST-007,Personal Loan,0.1573,0.2663,Worsening,-3.8838,0.2,12.1347,90.5474,69.844,Approve,46620.29,453837.47,0.7051,8875.94,0.2445,111,Gold,None,Low
316,CUST-C0028,INST-002,Personal Loan,0.1723,0.1957,Stable,-6.7959,0.1089,5.1508,97.9754,48.1699,Approve with Conditions,23582.86,374402.11,0.6281,130686.02,0.0938,37,Silver,Cross-sell,High
317,CUST-C0036,INST-009,Personal Loan,0.3068,0.0254,Stable,0.8269,0.0624,13.9161,63.6498,51.7363,Deny,24307.83,297201.24,0.2918,5772.5,0.2618,76,Gold,Retention,High
318,CUST-C0166,INST-014,Mortgage,0.1002,0.1174,Improving,6.9703,0.1709,13.221,60.221,96.6975,Approve with Conditions,43275.62,16846.71,0.1791,97650.85,0.1481,25,Gold,None,High
319,CUST-C0142,INST-011,Line of Credit,0.405,0.271,Worsening,-7.131,0.1484,12.1534,67.6163,46.285,Approve,11792.51,213591.69,0.5865,306912.97,0.0867,58,Silver,Cross-sell,Medium
320,CUST-C0161,INST-010,Mortgage,0.3665,0.2058,Stable,6.3538,0.1161,1.4504,89.8055,63.9043,Deny,48138.54,64692.23,0.0552,354350.33,0.037,138,Bronze,Cross-sell,High
321,CUST-C0101,INST-008,Line of Credit,0.88,0.1102,Stable,-9.0236,0.191,2.447,79.6008,90.0661,Approve,20156.83,425202.57,0.5091,220962.93,-0.0984,24,Platinum,None,Medium
322,CUST-C0175,INST-012,Personal Loan,0.7603,0.2309,Improving,-0.5024,0.0101,12.4001,87.6234,80.7376,Approve with Conditions,24897.99,90849.98,0.4492,747182.92,-0.0447,138,Silver,Retention,High
323,CUST-C0100,INST-011,Line of Credit,0.306,0.2793,Improving,3.7659,0.0992,6.1918,92.1388,52.2931,Approve,23316.88,430985.25,0.9097,328014.33,0.1109,107,Gold,None,High
324,CUST-C0086,INST-016,Mortgage,0.9292,0.286,Stable,7.9282,0.1706,8.526,81.4983,50.8567,Approve with Conditions,21768.34,49274.09,0.2834,5026.42,0.2621,76,Silver,Retention,Low
325,CUST-C0183,INST-014,Line of Credit,0.5681,0.0952,Improving,9.501,0.1125,0.7819,82.8414,49.001,Deny,12805.83,38761.32,0.2046,5959.99,0.2048,141,Bronze,Retention,Medium
326,CUST-C0007,INST-016,Mortgage,0.7317,0.2086,Improving,-9.1102,0.1473,12.1954,67.6636,66.3864,Deny,45714.04,496159.1,0.0143,861920.18,0.268,19,Bronze,Retention,High
327,CUST-C0018,INST-011,Credit Card,0.8529,0.133,Improving,-8.4555,0.1102,11.849,85.6204,47.5335,Approve,2945.94,308282.13,0.8337,4295.71,-0.0621,108,Platinum,Cross-sell,Low
328,CUST-C0113,INST-002,Business Loan,0.6918,0.1224,Stable,-6.5921,0.1647,12.4406,69.1128,46.2309,Deny,49674.71,429825.3,0.821,4637463.12,0.2335,114,Silver,Retention,Low
329,CUST-C0151,INST-011,Mortgage,0.6413,0.1075,Worsening,0.6093,0.1365,6.7727,95.253,57.3466,Approve with Conditions,16979.95,493760.72,0.3557,791930.41,-0.0801,149,Silver,Retention,Low
330,CUST-C0145,INST-015,Personal Loan,0.0383,0.0947,Worsening,-0.7178,0.018,1.4815,64.0946,89.7321,Approve,20624.69,436099.06,0.8485,644225.09,0.2396,125,Gold,Upsell,Medium
331,CUST-C0088,INST-002,Credit Card,0.3248,0.1684,Improving,-3.3135,0.069,9.8302,77.0194,56.6467,Deny,5887.36,444232.56,0.4399,213807.11,0.0988,120,Bronze,None,Medium
332,CUST-C0090,INST-019,Credit Card,0.4839,0.1199,Stable,-3.9429,0.094,10.112,93.0493,52.2861,Approve with Conditions,8340.72,73293.5,0.4915,2507.99,0.079,138,Gold,Retention,High
333,CUST-C0057,INST-020,Credit Card,0.137,0.0785,Worsening,-1.0728,0.183,0.5011,94.2232,88.1159,Approve,13866.09,114213.22,0.5036,144870.73,-0.0315,33,Platinum,Retention,Medium
334,CUST-C0148,INST-007,Mortgage,0.9926,0.2728,Worsening,8.4484,0.1855,7.4152,76.5245,51.4269,Approve with Conditions,49173.61,216119.03,0.9975,256126.19,0.0568,35,Silver,Retention,Medium
335,CUST-C0211,INST-013,Business Loan,0.1364,0.1467,Improving,7.6239,0.0777,11.2002,86.9702,69.8359,Approve,42094.89,135469.36,0.32,828716.13,0.2486,18,Platinum,Cross-sell,Low
336,CUST-C0083,INST-001,Personal Loan,0.329,0.1635,Stable,0.6087,0.182,5.4826,63.3832,58.3998,Deny,12529.62,109526.71,0.785,7935.45,-0.0505,76,Gold,Cross-sell,High
337,CUST-C0141,INST-018,Business Loan,0.6738,0.2453,Improving,7.1992,0.076,2.8535,93.7801,64.3712,Approve with Conditions,46838.15,406100.95,0.621,988202.18,0.2889,121,Gold,Cross-sell,Medium
338,CUST-C0207,INST-015,Personal Loan,0.6052,0.1287,Worsening,-0.7629,0.1036,5.3986,95.8513,42.535,Deny,29157.33,315611.71,0.0521,2087.77,0.0579,25,Bronze,Cross-sell,High
339,CUST-C0121,INST-014,Line of Credit,0.1768,0.1449,Stable,-5.7099,0.0672,2.7306,82.944,48.9846,Deny,48830.62,57322.88,0.1897,2489228.03,-0.0568,100,Gold,Retention,Low
340,CUST-C0078,INST-005,Line of Credit,0.2393,0.2028,Worsening,0.5364,0.0428,14.2399,69.2915,82.0834,Deny,28987.99,216307.24,0.0665,126739.4,0.2603,35,Bronze,None,Low
341,CUST-C0010,INST-020,Personal Loan,0.3963,0.1936,Improving,3.4188,0.0654,0.5668,70.1819,86.7408,Approve with Conditions,32322.83,101147.42,0.6879,415968.6,-0.0848,36,Gold,None,High
342,CUST-C0185,INST-017,Personal Loan,0.2322,0.0108,Improving,-0.022,0.1118,6.8057,96.9709,75.9819,Approve,20300.19,68652.75,0.2576,7312.74,-0.066,156,Gold,Upsell,Low
343,CUST-C0221,INST-005,Personal Loan,0.8447,0.2846,Stable,-7.4057,0.0772,8.1272,92.7284,49.4152,Approve,29815.12,402228.25,0.2236,6165.23,0.1692,141,Bronze,None,Medium
344,CUST-C0237,INST-005,Mortgage,0.7049,0.2567,Worsening,8.71,0.1357,3.7269,73.0872,85.6759,Approve,48420.32,12107.66,0.087,1079293.31,0.2812,69,Gold,Upsell,Low
345,CUST-C0211,INST-018,Business Loan,0.9369,0.0078,Improving,-2.7952,0.176,0.4979,97.724,69.4742,Deny,25748.07,370446.95,0.2542,9393.63,0.1044,55,Gold,Upsell,Low
346,CUST-C0050,INST-001,Personal Loan,0.0672,0.2057,Worsening,-3.0492,0.1052,3.5219,88.9515,78.939,Approve,17191.88,396712.83,0.441,8225.27,-0.0197,89,Platinum,Upsell,Low
347,CUST-C0010,INST-014,Business Loan,0.1769,0.1742,Improving,9.5904,0.1233,12.5209,92.8507,90.735,Approve with Conditions,42464.4,252429.72,0.9228,570576.42,0.1371,145,Bronze,None,Medium
348,CUST-C0104,INST-011,Personal Loan,0.2907,0.2339,Improving,-7.5544,0.0186,12.5047,77.3925,76.8751,Approve,28585.68,282533.54,0.7462,835205.9,0.2221,132,Silver,Upsell,Low
349,CUST-C0035,INST-003,Line of Credit,0.297,0.0299,Stable,6.1075,0.151,1.5223,67.0207,50.3919,Approve with Conditions,19073.58,474043.81,0.4734,269641.06,-0.0354,114,Gold,Retention,Low
350,CUST-C0174,INST-020,Credit Card,0.9488,0.0537,Worsening,-4.2539,0.0024,2.5041,74.5116,58.5073,Approve with Conditions,10537.53,211455.42,0.6523,7738.96,0.1175,137,Silver,None,Low
351,CUST-C0187,INST-004,Personal Loan,0.799,0.2183,Improving,-9.4051,0.1611,5.876,88.1672,67.5176,Deny,31292.94,96313.84,0.719,522502.76,-0.0214,32,Gold,Retention,High
352,CUST-C0061,INST-001,Business Loan,0.3908,0.0052,Worsening,-5.7397,0.0871,8.024,65.2593,93.7831,Approve,41480.68,314003.07,0.3804,6932.4,-0.0572,108,Gold,Upsell,Low
353,CUST-C0018,INST-013,Credit Card,0.6123,0.2622,Stable,2.0528,0.0993,6.6406,65.91,78.869,Approve with Conditions,34237.29,429642.26,0.574,390322.75,-0.0372,86,Silver,Retention,Low
354,CUST-C0231,INST-011,Personal Loan,0.426,0.0648,Stable,-5.1968,0.1556,2.0233,83.5304,77.0453,Approve with Conditions,37833.69,211290.18,0.1037,1909143.05,0.1916,126,Platinum,Upsell,High
355,CUST-C0145,INST-020,Credit Card,0.3714,0.0795,Worsening,7.1784,0.0759,12.3181,85.1275,98.0429,Approve,16167.93,337781.43,0.9424,88998.12,0.2389,97,Platinum,None,Low
356,CUST-C0148,INST-004,Credit Card,0.0749,0.0281,Improving,4.3446,0.0643,0.7932,84.24,76.7914,Approve with Conditions,22455.58,164681.36,0.3988,51918.42,0.1073,108,Bronze,None,High
357,CUST-C0064,INST-008,Personal Loan,0.0865,0.1011,Stable,3.9624,0.0403,10.7112,81.8413,85.6449,Approve,2517.52,356301.78,0.4536,694039.26,0.1217,139,Platinum,Upsell,Medium
358,CUST-C0169,INST-001,Line of Credit,0.2065,0.2036,Improving,-0.8941,0.0446,1.0506,84.2021,96.9771,Approve,13920.16,273746.11,0.6141,33188.47,-0.0551,18,Silver,Upsell,Low
359,CUST-C0009,INST-019,Personal Loan,0.4368,0.1031,Improving,0.7976,0.0995,13.8149,98.7198,88.8872,Deny,31286.45,189525.98,0.6325,81354.47,-0.0397,18,Platinum,None,Medium
360,CUST-C0004,INST-019,Business Loan,0.0712,0.1792,Worsening,5.7408,0.1525,6.6839,88.3783,48.1069,Approve,36024.19,377737.02,0.1199,341652.54,0.0684,66,Gold,Upsell,High
361,CUST-C0013,INST-006,Business Loan,0.0813,0.2858,Worsening,2.3638,0.0121,8.4594,96.8973,85.6014,Deny,32462.09,54062.92,0.1176,8196.58,0.1467,80,Silver,None,Low
362,CUST-C0100,INST-014,Line of Credit,0.437,0.1659,Improving,-2.0332,0.0938,0.4911,87.3128,71.8468,Approve with Conditions,10166.08,455948.67,0.5888,979114.49,0.0889,40,Bronze,Cross-sell,Low
363,CUST-C0179,INST-012,Business Loan,0.2122,0.0327,Improving,-2.5994,0.0292,9.9175,67.2899,97.2339,Approve with Conditions,9850.27,138777.37,0.0665,2555.78,0.0254,152,Silver,Retention,Low
364,CUST-C0208,INST-003,Line of Credit,0.6656,0.0717,Stable,-8.7972,0.0374,8.0814,92.6613,88.8468,Deny,48785.73,295823.17,0.1801,7205.16,0.0934,59,Silver,Upsell,Low
365,CUST-C0181,INST-013,Credit Card,0.2756,0.1549,Worsening,-0.2064,0.0697,3.757,83.9399,70.5965,Approve,43014.96,247129.29,0.4999,1242944.28,0.0257,147,Bronze,None,Medium
366,CUST-C0170,INST-006,Personal Loan,0.9327,0.1992,Stable,1.3493,0.0679,11.0767,78.3456,69.5622,Deny,42734.36,462507.53,0.6359,10423.99,0.0347,81,Gold,None,High
367,CUST-C0236,INST-005,Mortgage,0.1559,0.0606,Stable,-3.1373,0.1932,9.1,80.6764,73.491,Approve,36172.57,346505.09,0.9642,100739.39,-0.0662,43,Platinum,Retention,Low
368,CUST-C0171,INST-010,Personal Loan,0.926,0.0759,Improving,2.9638,0.0858,10.0967,66.827,98.3008,Approve with Conditions,45549.74,166933.75,0.0169,758440.67,0.2057,83,Platinum,Upsell,Medium
369,CUST-C0064,INST-019,Business Loan,0.5113,0.2468,Worsening,-5.3873,0.1417,3.728,72.1185,69.0201,Deny,30868.55,461514.18,0.6788,5474.68,0.2323,107,Silver,None,High
370,CUST-C0159,INST-019,Mortgage,0.0687,0.2955,Stable,-4.4594,0.0893,13.5314,77.5342,75.1851,Approve with Conditions,47723.07,33397.42,0.7667,1754.42,0.215,38,Platinum,None,High
371,CUST-C0032,INST-013,Personal Loan,0.6,0.0927,Worsening,3.3771,0.0977,3.2583,80.3485,90.3364,Approve with Conditions,28347.99,116863.08,0.428,746356.98,-0.0006,43,Bronze,Cross-sell,Low
372,CUST-C0218,INST-011,Credit Card,0.348,0.0471,Stable,5.6212,0.1793,2.6081,75.7472,79.0445,Approve,36109.45,187289.82,0.9923,9721.66,0.1946,108,Bronze,Upsell,Low
373,CUST-C0126,INST-016,Personal Loan,0.2007,0.0056,Worsening,8.728,0.1307,13.9556,75.5416,97.4694,Deny,14324.95,493798.2,0.2892,1204.88,0.1776,83,Platinum,Retention,High
374,CUST-C0246,INST-015,Mortgage,0.0553,0.2041,Stable,8.2671,0.0963,14.5207,64.1013,45.1777,Approve,30661.67,155168.72,0.3228,8070.13,0.2506,36,Silver,None,High
375,CUST-C0060,INST-007,Line of Credit,0.5302,0.0883,Worsening,-2.8779,0.1075,10.9254,73.7578,73.9589,Approve with Conditions,5630.93,277052.52,0.7955,905299.9,0.2656,57,Platinum,Retention,High
376,CUST-C0013,INST-017,Credit Card,0.982,0.0439,Improving,8.036,0.0931,14.8328,66.1799,91.9164,Approve with Conditions,28113.01,104002.15,0.9115,4352.43,0.2978,28,Silver,Upsell,High
377,CUST-C0137,INST-020,Business Loan,0.5749,0.2272,Stable,-6.4389,0.0496,14.8707,96.1961,97.9065,Deny,47682.61,27615.16,0.719,74835.35,0.2366,28,Platinum,Cross-sell,Low
378,CUST-C0014,INST-001,Credit Card,0.7347,0.0249,Improving,-4.1677,0.1622,9.4725,66.7557,50.2166,Approve,46114.1,196978.22,0.7357,411659.61,0.251,154,Gold,Retention,Low
379,CUST-C0184,INST-018,Credit Card,0.8387,0.069,Stable,-3.6274,0.0668,12.8504,79.6335,98.5654,Deny,49452.97,414557.3,0.9284,82572.33,-0.0185,106,Platinum,None,Low
380,CUST-C0061,INST-010,Credit Card,0.7079,0.0364,Improving,-9.0947,0.0942,9.498,98.3573,49.7838,Approve,8205.19,268556.02,0.6035,588469.21,0.1768,35,Bronze,None,High
381,CUST-C0111,INST-006,Business Loan,0.5278,0.135,Improving,9.6154,0.0473,4.9726,81.392,41.8592,Approve with Conditions,43543.45,487771.55,0.9562,90291.7,0.1605,148,Gold,Cross-sell,High
382,CUST-C0115,INST-004,Line of Credit,0.753,0.0822,Improving,-0.8592,0.0605,5.7275,83.4508,70.6522,Approve,33090.18,390265.94,0.5171,51237.41,0.161,159,Platinum,Cross-sell,High
383,CUST-C0104,INST-003,Personal Loan,0.3621,0.2782,Improving,-1.6644,0.0837,7.9394,67.4963,51.0255,Deny,33567.29,411465.51,0.9077,9840.31,0.0575,52,Gold,None,High
384,CUST-C0140,INST-009,Personal Loan,0.2999,0.1765,Stable,9.5124,0.076,6.3831,80.3649,83.7547,Approve with Conditions,29979.67,246662.41,0.1528,3312673.12,0.0948,148,Platinum,Upsell,Low
385,CUST-C0207,INST-017,Mortgage,0.5865,0.0884,Improving,-1.6319,0.065,9.59,87.8884,96.73,Approve,4868.73,105197.39,0.4753,79126.38,0.1474,86,Silver,None,Low
386,CUST-C0034,INST-017,Mortgage,0.7035,0.201,Improving,0.0744,0.0126,8.5766,67.3194,57.9623,Approve,44853.16,293934.47,0.1358,1030154.85,-0.0586,80,Bronze,None,Medium
387,CUST-C0181,INST-001,Business Loan,0.1254,0.0923,Improving,5.7377,0.1991,7.0947,90.9483,65.4899,Deny,22855.86,165587.75,0.8975,43506.01,0.0787,117,Gold,Upsell,Low
388,CUST-C0191,INST-014,Business Loan,0.2653,0.0592,Worsening,8.97,0.0571,8.7633,72.4908,66.8254,Approve with Conditions,10068.23,286190.14,0.3877,76599.05,0.0372,118,Silver,Retention,Low
389,CUST-C0222,INST-008,Line of Credit,0.8522,0.2358,Improving,-5.325,0.043,4.4979,90.3652,89.8383,Deny,47626.51,129070.48,0.8665,1794.0,0.1578,93,Bronze,Retention,Medium
